Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1950-51,22,WSC,NBA,SF,29,NA,NA,0.543,0.679,NA,NA,NA,NA,NA,3,0.5,3.5,NA
1953-54,25,MNL,NBA,SF,71,1040,11.9,0.452,0.43,NA,NA,NA,NA,NA,1.2,1.6,2.8,0.129
1954-55,26,MNL,NBA,SF,72,1798,15.4,0.505,0.621,NA,NA,NA,NA,NA,4.2,2.1,6.2,0.166
1955-56,27,MNL,NBA,SF,72,1930,13.9,0.505,0.549,NA,NA,NA,NA,NA,4.2,1.1,5.3,0.132
1956-57,28,MNL,NBA,SF,70,997,11.1,0.443,0.55,NA,NA,NA,NA,NA,0.8,0.9,1.6,0.078
1957-58,29,MNL,NBA,SF,50,979,15.4,0.495,0.664,NA,NA,NA,NA,NA,2.2,0.3,2.6,0.125
Career,NA,,NBA,,364,6744,13.8,0.492,0.579,NA,NA,NA,NA,NA,15.5,6.5,22,0.132
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,MNL,NBA,,335,6744,13.8,0.487,0.57,NA,NA,NA,NA,NA,12.5,6,18.5,0.132
1 season,NA,WSC,NBA,,29,NA,NA,0.543,0.679,NA,NA,NA,NA,NA,3,0.5,3.5,NA
