Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1950-51,22,WSC,NBA,SF,29,NA,NA,86,209,0.411,123,142,0.866,153,41,82,295
1953-54,25,MNL,NBA,SF,71,NA,1040,122,307,0.397,86,132,0.652,178,59,178,330
1954-55,26,MNL,NBA,SF,72,NA,1798,226,583,0.388,298,362,0.823,349,114,231,750
1955-56,27,MNL,NBA,SF,72,NA,1930,254,647,0.393,304,355,0.856,296,142,253,812
1956-57,28,MNL,NBA,SF,70,NA,997,113,351,0.322,160,193,0.829,185,52,144,386
1957-58,29,MNL,NBA,SF,50,NA,979,128,357,0.359,201,237,0.848,211,71,126,457
Career,NA,,NBA,,364,NA,6744,929,2454,0.379,1172,1421,0.825,1372,479,1014,3030
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,MNL,NBA,,335,NA,6744,843,2245,0.376,1049,1279,0.82,1219,438,932,2735
1 season,NA,WSC,NBA,,29,NA,NA,86,209,0.411,123,142,0.866,153,41,82,295
