Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2014-15,21,SAC,NBA,SG,73,1,1127,108,296,0.365,48,149,0.322,60,147,0.408,0.446,55,64,0.859,11,77,88,67,20,17,40,92,319
2015-16,22,PHI,NBA,SG,73,35,1809,210,545,0.385,106,325,0.326,104,220,0.473,0.483,91,118,0.771,23,160,183,138,44,20,94,115,617
2016-17,23,PHI,NBA,SG,80,27,2188,251,634,0.396,132,359,0.368,119,275,0.433,0.5,122,150,0.813,21,205,226,188,45,32,128,144,756
2017-18,24,TOT,NBA,SG,41,0,523,60,154,0.39,40,100,0.4,20,54,0.37,0.519,21,29,0.724,4,60,64,39,9,4,26,24,181
2017-18,24,PHI,NBA,SG,6,0,45,1,4,0.25,0,1,0,1,3,0.333,0.25,2,2,1,0,1,1,1,4,0,4,3,4
2017-18,24,BRK,NBA,SG,35,0,478,59,150,0.393,40,99,0.404,19,51,0.373,0.527,19,27,0.704,4,59,63,38,5,4,22,21,177
2018-19,25,TOT,NBA,SG,68,0,1015,136,338,0.402,70,188,0.372,66,150,0.44,0.506,57,64,0.891,18,109,127,81,21,7,51,50,399
2018-19,25,POR,NBA,SG,44,0,673,96,229,0.419,43,125,0.344,53,104,0.51,0.513,32,36,0.889,10,70,80,62,14,4,40,31,267
2018-19,25,CLE,NBA,SG,24,0,342,40,109,0.367,27,63,0.429,13,46,0.283,0.491,25,28,0.893,8,39,47,19,7,3,11,19,132
Career,NA,,NBA,,335,63,6662,765,1967,0.389,396,1121,0.353,369,846,0.436,0.49,346,425,0.814,77,611,688,513,139,80,339,425,2272
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,PHI,NBA,,159,62,4042,462,1183,0.391,238,685,0.347,224,498,0.45,0.491,215,270,0.796,44,366,410,327,93,52,226,262,1377
1 season,NA,SAC,NBA,,73,1,1127,108,296,0.365,48,149,0.322,60,147,0.408,0.446,55,64,0.859,11,77,88,67,20,17,40,92,319
1 season,NA,POR,NBA,,44,0,673,96,229,0.419,43,125,0.344,53,104,0.51,0.513,32,36,0.889,10,70,80,62,14,4,40,31,267
1 season,NA,BRK,NBA,,35,0,478,59,150,0.393,40,99,0.404,19,51,0.373,0.527,19,27,0.704,4,59,63,38,5,4,22,21,177
1 season,NA,CLE,NBA,,24,0,342,40,109,0.367,27,63,0.429,13,46,0.283,0.491,25,28,0.893,8,39,47,19,7,3,11,19,132
