Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2011-12,23,NOH,NBA,PF,42,10,15,1.4,3,0.452,0,0,0,1.4,3,0.456,0.452,1.2,1.5,0.839,1.2,1.8,3,0.3,0.2,0.2,0.6,1.9,4
2012-13,24,NOH,NBA,SF,59,9,10.9,0.9,1.8,0.5,0,0,NA,0.9,1.8,0.5,0.5,0.7,1,0.729,0.7,1.2,1.9,0.3,0.2,0.1,0.2,1.3,2.5
2013-14,25,NOP,NBA,SF,5,0,8.4,0.4,1.8,0.222,0,0,NA,0.4,1.8,0.222,0.222,0.4,0.8,0.5,0.4,1,1.4,0.6,0,0,0.4,0.8,1.2
2014-15,26,TOT,NBA,PF-SF,62,37,24,2.9,7.1,0.412,0.1,0.4,0.318,2.8,6.8,0.417,0.42,1.2,1.6,0.727,1,2.1,3.1,1.1,0.6,0.1,1.2,1.6,7.1
2014-15,26,OKC,NBA,SF,22,13,20.5,2,5.7,0.357,0,0,0,2,5.7,0.36,0.357,1,1.5,0.697,1.3,2.1,3.4,0.9,0.5,0,0.8,1.7,5.1
2014-15,26,NYK,NBA,PF,40,24,26,3.4,7.9,0.434,0.2,0.5,0.333,3.3,7.4,0.441,0.445,1.2,1.7,0.742,0.9,2.1,3,1.2,0.7,0.2,1.4,1.6,8.3
2015-16,27,NYK,NBA,PF,59,5,22.3,2.9,6.5,0.442,0.7,1.8,0.404,2.1,4.6,0.458,0.5,1.7,2,0.857,0.6,1.6,2.2,0.9,0.4,0.1,1,1.8,8.2
2016-17,28,NYK,NBA,PF,46,15,21,2.1,5.3,0.398,0.8,1.8,0.447,1.3,3.5,0.371,0.475,0.9,1.1,0.843,0.7,2.4,3.1,0.8,0.5,0.1,0.5,1.8,6
2017-18,29,NYK,NBA,PF,73,31,18.5,1.4,3.7,0.382,0.7,1.7,0.403,0.7,2,0.364,0.476,0.6,0.7,0.83,0.6,1.8,2.4,0.6,0.4,0.2,0.5,1.8,4.1
2018-19,30,NYK,NBA,PF,46,17,17,1.7,4.3,0.396,0.5,1.7,0.278,1.2,2.6,0.475,0.452,0.6,0.8,0.75,0.5,2.1,2.5,0.6,0.4,0.2,0.5,1.8,4.5
Career,NA,,NBA,,392,124,18.4,1.9,4.5,0.417,0.4,1.1,0.383,1.5,3.5,0.428,0.463,1,1.2,0.797,0.7,1.8,2.6,0.7,0.4,0.1,0.7,1.7,5.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,NYK,NBA,,264,92,20.7,2.2,5.3,0.415,0.6,1.6,0.385,1.6,3.7,0.427,0.472,1,1.2,0.815,0.6,2,2.6,0.8,0.4,0.2,0.8,1.8,6
3 seasons,NA,"NOH,NOP",NBA,,106,19,12.4,1.1,2.3,0.465,0,0,0,1.1,2.3,0.467,0.465,0.9,1.2,0.776,0.9,1.4,2.3,0.3,0.2,0.1,0.4,1.5,3
1 season,NA,OKC,NBA,,22,13,20.5,2,5.7,0.357,0,0,0,2,5.7,0.36,0.357,1,1.5,0.697,1.3,2.1,3.4,0.9,0.5,0,0.8,1.7,5.1
