,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2011-12,23,NOH,NBA,PF,42,630,,,6%,91%,3%,-7.1,-3.5,3,9,35,6,26,6,25,4,18
2012-13,24,NOH,NBA,SF,59,646,,2%,64%,30%,4%,-2.7,+2.4,4,5,34,3,27,9,38,7,16
2013-14,25,NOP,NBA,SF,5,42,,,2%,98%,,-5.1,-2.5,0,1,3,0,1,0,7,0,4
2014-15,26,TOT,NBA,PF-SF,62,1490,,5%,67%,26%,2%,-11.1,-8.8,31,21,37,8,40,13,163,8,35
2014-15,26,OKC,NBA,SF,22,450,1%,15%,79%,5%,,-12.9,-16.7,7,4,11,0,14,3,48,3,15
2014-15,26,NYK,NBA,PF,40,1040,,,62%,35%,3%,-10.4,-0.3,24,17,26,8,26,10,115,5,20
2015-16,27,NYK,NBA,PF,59,1313,,,13%,87%,,+0.2,+4.5,22,17,47,5,58,15,119,20,24
2016-17,28,NYK,NBA,PF,46,968,,,20%,79%,2%,-9.9,-8.0,11,4,34,4,21,12,80,3,17
2017-18,29,NYK,NBA,PF,73,1353,,,55%,45%,,-6.3,-3.7,12,11,53,5,24,12,103,3,16
2018-19,30,NYK,NBA,PF,46,783,,,4%,93%,2%,-11.3,-2.6,10,6,37,4,17,9,63,2,9
Career,,,NBA,,392,7225,,1%,36%,61%,2%,-6.9,-3.1,93,74,280,35,214,76,598,47,139
,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,NYK,NBA,,264,5457,,,33%,66%,1%,-6.9,-1.7,79,55,197,26,146,58,480,33,86
3 seasons,,"NOH,NOP",NBA,,106,1318,,1%,34%,61%,4%,-4.8,-0.6,7,15,72,9,54,15,70,11,38
1 season,,OKC,NBA,,22,450,1%,15%,79%,5%,,-12.9,-16.7,7,4,11,0,14,3,48,3,15
