Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,23,DTF,BAA,NA,59,NA,NA,3.8,15.7,0.241,1.4,1.9,0.737,NA,1,3.1,9
1947-48,24,TOT,BAA,NA,42,NA,NA,1.8,6.1,0.297,0.8,1.3,0.604,NA,0.1,2.1,4.4
1947-48,24,PRO,BAA,NA,14,NA,NA,1.6,6.5,0.242,0.8,1.1,0.688,NA,0.1,2.6,3.9
1947-48,24,STB,BAA,NA,28,NA,NA,1.9,5.9,0.327,0.8,1.3,0.568,NA,0.1,1.9,4.6
1948-49,25,STB,BAA,NA,55,NA,NA,3.7,11.8,0.317,3.3,5.2,0.646,NA,1.8,2.4,10.8
1949-50,26,STB,NBA,NA,68,NA,NA,2.4,8.4,0.279,2.3,3,0.766,NA,1.5,2.6,7
1950-51,27,WSC,NBA,NA,35,NA,NA,2.2,7.1,0.312,2.8,3.5,0.797,4,1.4,2.6,7.3
Career,NA,,TOT,NA,259,NA,NA,2.9,10.3,0.28,2.1,3,0.712,4,1.2,2.6,7.9
,NA,,BAA,NA,156,NA,NA,3.2,11.8,0.276,1.9,2.9,0.664,NA,1,2.6,8.4
,NA,,NBA,NA,103,NA,NA,2.3,8,0.289,2.5,3.2,0.777,4,1.4,2.6,7.1
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,STB,BAA,NA,151,NA,NA,2.8,9.2,0.302,2.4,3.5,0.687,NA,1.4,2.4,8
1 season,NA,DTF,BAA,NA,59,NA,NA,3.8,15.7,0.241,1.4,1.9,0.737,NA,1,3.1,9
1 season,NA,WSC,NBA,NA,35,NA,NA,2.2,7.1,0.312,2.8,3.5,0.797,4,1.4,2.6,7.3
1 season,NA,PRO,BAA,NA,14,NA,NA,1.6,6.5,0.242,0.8,1.1,0.688,NA,0.1,2.6,3.9
