Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,23,DTF,BAA,NA,59,NA,NA,224,929,0.241,84,114,0.737,NA,57,180,532
1947-48,24,TOT,BAA,NA,42,NA,NA,76,256,0.297,32,53,0.604,NA,6,89,184
1947-48,24,PRO,BAA,NA,14,NA,NA,22,91,0.242,11,16,0.688,NA,2,36,55
1947-48,24,STB,BAA,NA,28,NA,NA,54,165,0.327,21,37,0.568,NA,4,53,129
1948-49,25,STB,BAA,NA,55,NA,NA,206,650,0.317,184,285,0.646,NA,99,134,596
1949-50,26,STB,NBA,NA,68,NA,NA,160,574,0.279,157,205,0.766,NA,101,174,477
1950-51,27,WSC,NBA,NA,35,NA,NA,78,250,0.312,98,123,0.797,141,48,91,254
Career,NA,,TOT,NA,259,NA,NA,744,2659,0.28,555,780,0.712,141,311,668,2043
,NA,,BAA,NA,156,NA,NA,506,1835,0.276,300,452,0.664,NA,162,403,1312
,NA,,NBA,NA,103,NA,NA,238,824,0.289,255,328,0.777,141,149,265,731
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,STB,BAA,NA,151,NA,NA,420,1389,0.302,362,527,0.687,NA,204,361,1202
1 season,NA,DTF,BAA,NA,59,NA,NA,224,929,0.241,84,114,0.737,NA,57,180,532
1 season,NA,WSC,NBA,NA,35,NA,NA,78,250,0.312,98,123,0.797,141,48,91,254
1 season,NA,PRO,BAA,NA,14,NA,NA,22,91,0.242,11,16,0.688,NA,2,36,55
