Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,24,CHS,NBA,,65,NA,NA,172,528,0.326,89,140,0.636,NA,132,198,433
1950-51,25,TOT,NBA,,62,NA,NA,179,518,0.346,83,119,0.697,158,105,211,441
1950-51,25,WSC,NBA,,35,NA,NA,125,368,0.34,63,92,0.685,NA,75,149,313
1950-51,25,BOS,NBA,,27,NA,NA,54,150,0.36,20,27,0.741,NA,30,62,128
1951-52,26,BLB,NBA,SF,65,NA,1583,204,614,0.332,198,258,0.767,275,183,220,606
1952-53,27,TOT,NBA,SG,36,NA,567,59,193,0.306,44,68,0.647,88,70,109,162
1952-53,27,BLB,NBA,,16,NA,227,28,84,0.333,23,36,0.639,43,29,49,79
1952-53,27,PHW,NBA,SG,20,NA,340,31,109,0.284,21,32,0.656,45,41,60,83
Career,NA,,NBA,,228,NA,2150,614,1853,0.331,414,585,0.708,521,490,738,1642
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,BLB,NBA,,81,NA,1810,232,698,0.332,221,294,0.752,318,212,269,685
1 season,NA,CHS,NBA,,65,NA,NA,172,528,0.326,89,140,0.636,NA,132,198,433
1 season,NA,WSC,NBA,,35,NA,NA,125,368,0.34,63,92,0.685,NA,75,149,313
1 season,NA,BOS,NBA,,27,NA,NA,54,150,0.36,20,27,0.741,NA,30,62,128
1 season,NA,PHW,NBA,,20,NA,340,31,109,0.284,21,32,0.656,45,41,60,83
