Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,24,CHS,NBA,,65,NA,NA,NA,NA,0.326,NA,NA,0.636,NA,NA,NA,NA
1950-51,25,TOT,NBA,,62,NA,NA,NA,NA,0.346,NA,NA,0.697,NA,NA,NA,NA
1950-51,25,WSC,NBA,,35,NA,NA,NA,NA,0.34,NA,NA,0.685,NA,NA,NA,NA
1950-51,25,BOS,NBA,,27,NA,NA,NA,NA,0.36,NA,NA,0.741,NA,NA,NA,NA
1951-52,26,BLB,NBA,SF,65,NA,1583,4.6,14,0.332,4.5,5.9,0.767,6.3,4.2,5,13.8
1952-53,27,TOT,NBA,SG,36,NA,567,3.7,12.3,0.306,2.8,4.3,0.647,5.6,4.4,6.9,10.3
1952-53,27,BLB,NBA,,16,NA,227,4.4,13.3,0.333,3.6,5.7,0.639,6.8,4.6,7.8,12.5
1952-53,27,PHW,NBA,SG,20,NA,340,3.3,11.5,0.284,2.2,3.4,0.656,4.8,4.3,6.4,8.8
Career,NA,,NBA,,228,NA,2150,4.4,13.5,0.331,4.1,5.5,0.708,6.1,4.2,5.5,12.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,BLB,NBA,,81,NA,1810,4.6,13.9,0.332,4.4,5.8,0.752,6.3,4.2,5.4,13.6
1 season,NA,CHS,NBA,,65,NA,NA,NA,NA,0.326,NA,NA,0.636,NA,NA,NA,NA
1 season,NA,WSC,NBA,,35,NA,NA,NA,NA,0.34,NA,NA,0.685,NA,NA,NA,NA
1 season,NA,BOS,NBA,,27,NA,NA,NA,NA,0.36,NA,NA,0.741,NA,NA,NA,NA
1 season,NA,PHW,NBA,,20,NA,340,3.3,11.5,0.284,2.2,3.4,0.656,4.8,4.3,6.4,8.8
