Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1992-93,23,MIL,NBA,PF,82,78,2285,347,802,0.433,0,2,0,347,800,0.434,0.433,112,172,0.651,180,332,512,91,57,73,140,237,806
1993-94,24,TOT,NBA,PF,74,40,1371,150,398,0.377,0,0,NA,150,398,0.377,0.377,89,123,0.724,144,194,338,65,33,31,85,147,389
1993-94,24,MIL,NBA,PF,33,20,695,92,228,0.404,0,0,NA,92,228,0.404,0.404,61,79,0.772,60,94,154,33,16,20,43,60,245
1993-94,24,ORL,NBA,PF,41,20,676,58,170,0.341,0,0,NA,58,170,0.341,0.341,28,44,0.636,84,100,184,32,17,11,42,87,144
1994-95,25,ORL,NBA,PF,71,3,1066,105,244,0.43,0,0,NA,105,244,0.43,0.43,48,75,0.64,97,196,293,41,28,50,53,170,258
1995-96,26,VAN,NBA,PF,71,32,1586,179,466,0.384,0,0,NA,179,466,0.384,0.384,57,77,0.74,108,247,355,69,30,42,107,202,415
1998-99,29,UTA,NBA,PF,5,0,44,4,13,0.308,0,0,NA,4,13,0.308,0.308,1,2,0.5,8,4,12,1,2,0,7,6,9
1999-00,30,LAC,NBA,PF,49,3,377,29,96,0.302,0,0,NA,29,96,0.302,0.302,23,32,0.719,23,51,74,11,16,15,24,62,81
Career,NA,,NBA,,352,156,6729,814,2019,0.403,0,2,0,814,2017,0.404,0.403,330,481,0.686,560,1024,1584,278,166,211,416,824,1958
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,MIL,NBA,,115,98,2980,439,1030,0.426,0,2,0,439,1028,0.427,0.426,173,251,0.689,240,426,666,124,73,93,183,297,1051
2 seasons,NA,ORL,NBA,,112,23,1742,163,414,0.394,0,0,NA,163,414,0.394,0.394,76,119,0.639,181,296,477,73,45,61,95,257,402
1 season,NA,VAN,NBA,,71,32,1586,179,466,0.384,0,0,NA,179,466,0.384,0.384,57,77,0.74,108,247,355,69,30,42,107,202,415
1 season,NA,LAC,NBA,,49,3,377,29,96,0.302,0,0,NA,29,96,0.302,0.302,23,32,0.719,23,51,74,11,16,15,24,62,81
1 season,NA,UTA,NBA,,5,0,44,4,13,0.308,0,0,NA,4,13,0.308,0.308,1,2,0.5,8,4,12,1,2,0,7,6,9
