Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4,5,6
Anthony Avent,,1.5,0.4,0.3,-0.1,-0.5,-1.2
Kornél Dávid,-10.9,1.7,0.4,0.3,NA,NA,NA
Jérôme Moïso,-14.2,1.5,0.8,0.2,-0.1,-0.3,NA
Chris Singleton,-15.2,1.5,0.5,0.2,NA,NA,NA
Linton Johnson,-16.3,1.9,0.4,0.4,0,0,0
Dick Gibbs,-20.5,2.1,0.7,0.4,-0.1,-0.6,NA
Ron Riley,-21.6,1.6,0.7,0.2,0,NA,NA
Chris McNealy,-23.3,1.6,0.8,0.2,NA,NA,NA
Ron Bonham,-24.1,1.8,0.7,0.2,NA,NA,NA
Jim Holstein,-24.6,1.8,0.6,0.2,NA,NA,NA
John Thomas,-25.5,1.5,0.9,0.4,0.4,0,NA
