,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2009-10,21,DET,NBA,SF,69,915,.464,14.2,.678,.261,.058,.146,.214,.322,.540,.662,.471,.512,.429,.305,.583,.041,11,.931,.432,.366,0,0
2010-11,22,DET,NBA,SF,72,1446,.410,15.5,.635,.197,.106,.132,.200,.365,.415,.538,.380,.355,.351,.401,.565,.030,10,.971,.407,.429,1,0
2011-12,23,DET,NBA,SF,41,603,.322,16.0,.727,.137,.106,.145,.339,.273,.364,.645,.417,.242,.286,.210,.567,.000,0,1.000,.226,.143,0,0
2012-13,24,TOT,NBA,SF,55,676,.433,18.4,.529,.106,.106,.173,.144,.471,.445,.455,.682,.417,.300,.418,.633,.014,3,.951,.255,.320,3,0
2012-13,24,DET,NBA,SF,24,348,.443,17.1,.588,.134,.113,.175,.165,.412,.386,.308,.545,.471,.250,.525,.636,.021,2,.905,.275,.364,1,0
2012-13,24,MEM,NBA,SF,31,328,.423,19.5,.477,.081,.099,.171,.126,.523,.509,.667,.818,.368,.357,.345,.630,.009,1,1.000,.241,.286,2,0
2013-14,25,TOT,NBA,SF,22,148,.353,18.0,.456,.118,.147,.088,.103,.544,.387,.750,.200,.500,.143,.324,.333,.000,0,1.000,.108,.000,0,0
2013-14,25,TOR,NBA,SF,8,33,.231,17.6,.385,.231,.077,.000,.077,.615,.600,1.000,.000,,.000,.000,.333,.000,0,,.125,.000,0,0
2013-14,25,SAS,NBA,SF,14,115,.382,18.1,.473,.091,.164,.109,.109,.527,.346,.600,.222,.500,.167,.414,.333,.000,0,1.000,.103,.000,0,0
2014-15,26,TOT,NBA,SF,34,344,.355,17.7,.496,.106,.121,.128,.142,.504,.371,.533,.235,.389,.350,.338,.577,.007,1,.958,.296,.524,0,0
2014-15,26,SAS,NBA,SF,26,268,.348,17.7,.504,.087,.139,.130,.148,.496,.362,.500,.250,.400,.353,.333,.571,.009,1,.947,.281,.563,0,0
2014-15,26,ATL,NBA,SF,8,76,.385,17.9,.462,.192,.038,.115,.115,.538,.417,.600,.000,.333,.333,.357,.600,.000,0,1.000,.357,.400,0,0
Career,,,NBA,,293,4132,.402,16.1,.621,.174,.099,.140,.206,.379,.433,.589,.414,.389,.340,.351,.573,.021,25,.963,.327,.377,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,DET,NBA,,206,3312,.409,15.4,.661,.196,.094,.142,.229,.339,.436,.584,.422,.387,.344,.358,.576,.026,23,.955,.369,.375,2,0
2 seasons,,SAS,NBA,,40,383,.359,17.8,.494,.088,.147,.124,.135,.506,.357,.533,.240,.429,.304,.360,.500,.006,1,.968,.221,.474,0,0
1 season,,MEM,NBA,,31,328,.423,19.5,.477,.081,.099,.171,.126,.523,.509,.667,.818,.368,.357,.345,.630,.009,1,1.000,.241,.286,2,0
1 season,,ATL,NBA,,8,76,.385,17.9,.462,.192,.038,.115,.115,.538,.417,.600,.000,.333,.333,.357,.600,.000,0,1.000,.357,.400,0,0
1 season,,TOR,NBA,,8,33,.231,17.6,.385,.231,.077,.000,.077,.615,.600,1.000,.000,,.000,.000,.333,.000,0,,.125,.000,0,0
