,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1967-68,25,INA,ABA,,17,,0,,,,12,15,,,,,,,,,37
1968-69,26,INA,ABA,,14,,0,,,,13,17,,,,,,,,,39
1969-70,27,INA,ABA,,17,,1,,,,10,18,,,,,,,,,43
1970-71,28,INA,ABA,,17,,1,,,,11,14,,,,,,,,,37
1971-72,29,INA,ABA,,14,,2,,,,11,12,,,,,,,,,32
1972-73,30,DLC,ABA,,15,,0,,,,9,12,,,,,,,,,34
1973-74,31,TOT,ABA,,14,,1,,,,7,9,,,,,,,,,31
1973-74,31,SAA,ABA,,12,,0,,,,5,5,,,,,,,,,25
1973-74,31,INA,ABA,,14,,1,,,,7,9,,,,,,,,,31
1974-75,32,INA,ABA,,8,,1,,,,5,7,,,,,,,,,21
1975-76,33,INA,ABA,,4,8,0,0,4,8,3,3,,,7,0,,,,2,11
Career,,,,,17,,2,,,,13,18,,,,,,,,,43
8 Seasons,,INA,ABA,,17,,2,,,,13,18,,,,,,,,,43
2 Seasons,,"DLC,SAA",ABA,,15,,0,,,,9,12,,,,,,,,,34
