Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1967-68,25,INA,ABA,PF,71,NA,33.6,6.6,13.1,0.504,0,0,0,6.6,13.1,0.505,0.504,3.1,5.2,0.596,4.4,7.1,11.5,1,NA,NA,2,2.3,16.3
1968-69,26,INA,ABA,PF,78,NA,34.9,7.5,14.7,0.509,0,0.1,0,7.5,14.6,0.511,0.509,3.9,6.3,0.623,4,6.2,10.2,1.1,NA,NA,2.3,3,18.9
1969-70,27,INA,ABA,PF,82,NA,39.3,8.2,17,0.483,0,0.1,0.286,8.2,16.9,0.484,0.484,4.2,6.1,0.683,4.1,6.6,10.7,1.5,NA,NA,2.3,2.5,20.6
1970-71,28,INA,ABA,PF,82,NA,38.3,7.9,15.9,0.499,0,0.1,0.25,7.9,15.8,0.5,0.5,2.9,4.1,0.712,3.3,6.2,9.4,1.3,NA,NA,1.7,2.3,18.8
1971-72,29,INA,ABA,PF,83,NA,35,6.3,13.1,0.479,0,0.2,0.211,6.2,12.9,0.484,0.481,2.4,3.4,0.724,3.2,6,9.2,1,NA,NA,2,2.2,15.1
1972-73,30,DLC,ABA,C,84,NA,40.6,7.7,16,0.483,0,0,0,7.7,16,0.484,0.483,3.2,4.8,0.666,4,6.1,10.1,2.8,NA,NA,2.5,2,18.7
1973-74,31,TOT,ABA,C-PF,75,NA,21.9,4.2,8.6,0.488,0,0.1,0.333,4.2,8.5,0.489,0.489,1.4,2.2,0.642,2.3,2.9,5.2,1.3,0.4,0.4,1.3,1.5,9.8
1973-74,31,SAA,ABA,PF,19,NA,25.7,5.3,10.3,0.513,0,0,NA,5.3,10.3,0.513,0.513,1.5,2.4,0.63,2.3,3.1,5.3,2.3,0.4,0.6,1.8,1.1,12.1
1973-74,31,INA,ABA,C,56,NA,20.7,3.8,8,0.477,0,0.1,0.333,3.8,7.9,0.479,0.479,1.4,2.1,0.647,2.3,2.9,5.2,0.9,0.4,0.4,1.1,1.6,9.1
1974-75,32,INA,ABA,PF,59,NA,18.3,3.2,6.4,0.504,0,0.2,0.167,3.2,6.2,0.515,0.507,1.1,1.7,0.633,1.7,2.3,3.9,0.8,0.2,0.3,0.9,1.8,7.5
1975-76,33,INA,ABA,PF,4,NA,13.3,2,5.3,0.381,0,0,NA,2,5.3,0.381,0.381,0.8,0.8,1,1.8,1.3,3,0,0,0.3,1.3,0.5,4.8
Career,NA,,ABA,,618,NA,33.3,6.6,13.3,0.492,0,0.1,0.194,6.5,13.2,0.494,0.493,2.8,4.3,0.661,3.4,5.5,8.9,1.4,0.3,0.4,1.9,2.2,16
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8 seasons,NA,INA,ABA,,515,NA,32.3,6.4,13,0.493,0,0.1,0.207,6.4,12.9,0.496,0.494,2.8,4.3,0.661,3.4,5.5,8.9,1.1,0.3,0.3,1.8,2.3,15.7
2 seasons,NA,"DLC,SAA",ABA,,103,NA,37.8,7.3,15,0.486,0,0,0,7.3,14.9,0.488,0.486,2.9,4.4,0.662,3.7,5.5,9.2,2.7,0.4,0.6,2.4,1.8,17.5
