Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1971-72,22,UTS,ABA,NA,22,NA,124,6.4,13.9,0.458,0.6,2,0.286,5.8,11.9,0.488,2.3,3.8,0.615,4.6,4.1,8.7,5.8,NA,6.1,9.6,15.7
Career,NA,,ABA,NA,22,NA,124,6.4,13.9,0.458,0.6,2,0.286,5.8,11.9,0.488,2.3,3.8,0.615,4.6,4.1,8.7,5.8,NA,6.1,9.6,15.7
