Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48
1971-72,22,UTS,ABA,NA,22,124,9.2,0.503,0.146,0.271,12.4,9.8,11,21.7,NA,28.1,23.2,NA,0.1,0.1,0.2,0.089
Career,NA,,ABA,NA,22,124,9.2,0.503,0.146,0.271,12.4,9.8,11,21.7,NA,28.1,23.2,NA,0.1,0.1,0.2,0.089
