,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2004-05,19,NYK,NBA,SF,80,1382,,19%,80%,1%,,-0.6,+3.5,27,21,36,16,77,0,188,12,32
2005-06,20,TOT,NBA,SF,57,999,,11%,88%,1%,,+0.8,+5.6,26,15,34,10,50,9,129,5,18
2005-06,20,NYK,NBA,SF,36,709,,15%,85%,,,-0.8,+7.7,17,11,23,8,27,7,99,3,8
2005-06,20,ORL,NBA,SF,21,290,,1%,94%,5%,,+4.8,+6.4,9,4,11,2,23,2,30,2,10
2006-07,21,ORL,NBA,SG,57,1278,,32%,61%,7%,,+2.7,+2.5,24,23,58,15,84,10,141,23,29
2007-08,22,TOT,NBA,SF,35,546,,3%,94%,3%,,+2.7,-4.4,13,2,22,3,31,4,103,5,6
2007-08,22,ORL,NBA,SF,11,115,,6%,93%,1%,,+6.2,+0.4,1,1,5,1,7,3,20,1,1
2007-08,22,LAL,NBA,SF,24,431,,2%,95%,3%,,+1.8,-6.6,12,1,17,2,24,1,83,4,5
2008-09,23,LAL,NBA,SF,82,1999,,4%,94%,2%,,+8.1,-0.1,44,15,63,8,80,15,324,21,32
2009-10,24,HOU,NBA,SF,72,2629,,,91%,9%,,-0.7,-0.5,71,42,71,18,108,10,614,23,62
2010-11,25,NOH,NBA,SF,75,2600,,,90%,10%,,-0.2,-2.9,42,34,68,22,93,9,361,22,43
2011-12,26,NOH,NBA,SF,41,1350,,11%,87%,2%,,-6.9,-4.6,30,27,29,10,42,7,299,9,26
2012-13,27,WAS,NBA,SF,56,1471,,,92%,8%,,-1.1,+3.0,45,14,26,8,40,3,254,10,19
2013-14,28,WAS,NBA,SF,77,2723,,2%,92%,6%,,+3.5,+7.3,60,37,67,22,75,12,432,13,46
2014-15,29,HOU,NBA,SF,82,2930,,1%,85%,14%,,+3.9,+1.2,78,30,64,17,60,8,510,11,34
2015-16,30,HOU,NBA,SF,81,2859,,,58%,41%,1%,+0.7,+2.4,58,28,52,9,65,5,456,9,38
2016-17,31,HOU,NBA,SF,80,2773,,2%,78%,21%,,+6.3,+0.4,40,16,60,5,48,10,427,9,22
2017-18,32,HOU,NBA,SF,67,2269,,14%,81%,5%,,+8.3,-0.7,22,17,34,7,35,9,269,13,21
2018-19,33,TOT,NBA,SF,69,2349,,2%,70%,28%,,-7.0,-1.5,67,19,57,9,78,16,591,25,33
2018-19,33,PHO,NBA,SF,26,884,,,62%,38%,,-15.1,-7.8,19,10,16,5,19,6,208,5,13
2018-19,33,WAS,NBA,SF,43,1465,,4%,74%,21%,1%,-2.2,+1.1,48,9,41,4,59,10,383,20,20
2019-20,34,TOT,NBA,SF,53,1493,,2%,88%,10%,,-0.2,+2.0,28,10,33,5,36,15,223,8,11
2019-20,34,SAC,NBA,SF,32,791,,1%,89%,10%,,-2.1,-0.2,16,3,19,3,12,8,122,2,4
2019-20,34,POR,NBA,SF,21,702,,4%,88%,9%,,+1.9,+4.4,12,7,14,2,24,7,101,6,7
Career,,,NBA,,1064,31650,,5%,82%,13%,,+1.6,+0.9,675,350,774,184,1002,142,5321,218,472
,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,HOU,NBA,,382,13460,,3%,78%,19%,,+3.6,+0.6,269,133,281,56,316,42,2276,65,177
3 seasons,,WAS,NBA,,176,5659,,2%,87%,10%,,+0.8,+4.6,153,60,134,34,174,25,1069,43,85
2 seasons,,NOH,NBA,,116,3950,,4%,89%,7%,,-2.5,-3.5,72,61,97,32,135,16,660,31,69
2 seasons,,NYK,NBA,,116,2091,,18%,82%,1%,,-0.6,+4.9,44,32,59,24,104,7,287,15,40
2 seasons,,LAL,NBA,,106,2430,,3%,94%,2%,,+7.0,-1.3,56,16,80,10,104,16,407,25,37
3 seasons,,ORL,NBA,,89,1683,,25%,69%,6%,,+3.3,+3.0,34,28,74,18,114,15,191,26,40
1 season,,SAC,NBA,,32,791,,1%,89%,10%,,-2.1,-0.2,16,3,19,3,12,8,122,2,4
1 season,,PHO,NBA,,26,884,,,62%,38%,,-15.1,-7.8,19,10,16,5,19,6,208,5,13
1 season,,POR,NBA,,21,702,,4%,88%,9%,,+1.9,+4.4,12,7,14,2,24,7,101,6,7
