Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48
1972-73,23,DNR,ABA,PF,1,11,21.8,0.496,0,1,NA,NA,4.3,15.7,NA,NA,9,39.2,NA,0,0,0,0.122
Career,NA,,ABA,,1,11,21.8,0.496,0,1,NA,NA,4.3,15.7,NA,NA,9,39.2,NA,0,0,0,0.122
