Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48
1972-73,23,DNR,ABA,PF,47,355,7.8,0.497,0,0.444,11,18.3,14.6,8.5,NA,NA,25.4,23.1,NA,0.1,0.6,0.7,0.097
Career,NA,,ABA,,47,355,7.8,0.497,0,0.444,11,18.3,14.6,8.5,NA,NA,25.4,23.1,NA,0.1,0.6,0.7,0.097
