Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1986-87,28,GSW,NBA,C,1,0,18:00,1,7,0.143,0,0,NA,2,2,1,4,6,0,0,1,1,4,4
Career,NA,,NBA,,1,0,18,1,7,0.143,0,0,NA,2,2,1,4,6,0,0,1,1,4,4
