,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2014-15,19,MIL,NBA,PF,25,738,.490,8.2,.939,.422,.205,.141,.171,.061,.506,.721,.259,.432,.333,.250,.536,.171,43,.750,.313,.400,0,0
2015-16,20,MIL,NBA,PF,76,2408,.493,7.7,.961,.461,.150,.140,.210,.039,.502,.657,.356,.397,.339,.257,.719,.154,129,.778,.514,.278,0,0
2016-17,21,MIL,NBA,PF,51,1728,.490,10.6,.781,.416,.146,.069,.150,.219,.525,.673,.361,.286,.385,.365,.599,.120,92,.985,.309,.436,3,0
2017-18,22,MIL,NBA,PF,31,743,.482,11.8,.756,.349,.145,.108,.154,.244,.514,.621,.375,.444,.451,.383,.581,.136,35,.968,.173,.500,2,0
2018-19,23,TOT,NBA,PF,64,1724,.493,11.8,.740,.364,.148,.088,.139,.260,.556,.714,.432,.409,.365,.313,.484,.128,88,.869,.241,.383,1,0
2018-19,23,CHI,NBA,PF,39,1042,.474,12.2,.754,.328,.147,.103,.177,.246,.523,.697,.426,.375,.366,.325,.470,.108,44,.892,.281,.406,0,0
2018-19,23,WAS,NBA,PF,25,682,.523,11.1,.716,.425,.151,.063,.077,.284,.613,.736,.442,.500,.364,.296,.504,.161,44,.833,.185,.333,1,0
2019-20,24,TOT,NBA,PF,33,852,.499,10.6,.709,.434,.178,.055,.043,.291,.594,.717,.451,.364,.235,.267,.595,.190,70,.968,.319,.324,2,0
2019-20,24,ATL,NBA,PF,32,837,.504,10.6,.707,.435,.176,.056,.041,.293,.601,.719,.464,.364,.250,.270,.593,.188,69,.968,.322,.324,2,0
2019-20,24,SAC,NBA,PF,1,15,.167,9.8,.833,.333,.333,.000,.167,.167,.200,.500,.000,,.000,.000,1.000,.333,1,,.000,,0,0
Career,,,NBA,,280,8193,.492,10.0,.820,.413,.156,.099,.153,.180,.528,.681,.377,.388,.362,.324,.603,.144,457,.930,.283,.386,8,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,MIL,NBA,,183,5617,.490,9.4,.866,.425,.154,.110,.176,.134,.512,.665,.346,.384,.366,.352,.640,.141,299,.954,.297,.413,5,0
1 season,,CHI,NBA,,39,1042,.474,12.2,.754,.328,.147,.103,.177,.246,.523,.697,.426,.375,.366,.325,.470,.108,44,.892,.281,.406,0,0
1 season,,ATL,NBA,,32,837,.504,10.6,.707,.435,.176,.056,.041,.293,.601,.719,.464,.364,.250,.270,.593,.188,69,.968,.322,.324,2,0
1 season,,WAS,NBA,,25,682,.523,11.1,.716,.425,.151,.063,.077,.284,.613,.736,.442,.500,.364,.296,.504,.161,44,.833,.185,.333,1,0
1 season,,SAC,NBA,,1,15,.167,9.8,.833,.333,.333,.000,.167,.167,.200,.500,.000,,.000,.000,1.000,.333,1,,.000,,0,0
