,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2016-17,20,DET,NBA,PF,19,146,,,,94%,6%,-0.3,+1.2,10,1,2,2,5,1,17,3,2
2017-18,21,DET,NBA,PF,38,329,,,,32%,68%,-0.4,-0.3,10,3,11,1,13,0,54,3,2
2018-19,22,TOT,NBA,PF,19,259,,,6%,81%,13%,-3.3,+1.6,5,3,16,1,13,2,40,5,5
2018-19,22,DET,NBA,PF,2,25,,,,74%,26%,-11.6,-11.4,0,0,2,0,1,0,3,0,0
2018-19,22,NYK,NBA,PF,17,234,,,7%,81%,12%,-2.4,+7.3,5,3,14,1,12,2,37,5,5
2019-20,23,BRK,NBA,PF,5,15,,,,22%,78%,+36.9,+37.8,0,0,1,0,0,0,3,0,1
Career,,,NBA,,81,749,,,2%,61%,37%,-0.6,+1.4,25,7,30,4,31,3,114,11,10
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,DET,NBA,,59,500,,,,52%,48%,-1.0,-0.4,20,4,15,3,19,1,74,6,4
1 season,,NYK,NBA,,17,234,,,7%,81%,12%,-2.4,+7.3,5,3,14,1,12,2,37,5,5
1 season,,BRK,NBA,,5,15,,,,22%,78%,+36.9,+37.8,0,0,1,0,0,0,3,0,1
