,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1987-88,23,BOS,NBA,,3,5,0,1,3,4,0,0,1,1,2,0,0,1,1,1,6,6.1
1989-90,25,TOT,NBA,,6,14,3,6,4,8,0,0,3,7,8,2,4,3,3,6,15,14.5
1989-90,25,MIL,NBA,,6,14,3,6,4,8,0,0,3,7,8,2,4,3,3,6,15,14.5
1990-91,26,MIL,NBA,,3,7,3,5,2,5,1,2,3,2,5,1,0,0,2,3,10,7.8
1997-98,33,SAS,NBA,5:01,0,1,0,0,0,1,0,0,0,2,2,1,1,0,0,0,0,2.3
Career,,,,5:01,6,14,3,6,4,8,1,2,3,7,8,2,4,3,3,6,15,14.5
1 Season,,BOS,NBA,,3,5,0,1,3,4,0,0,1,1,2,0,0,1,1,1,6,6.1
2 Seasons,,MIL,NBA,,6,14,3,6,4,8,1,2,3,7,8,2,4,3,3,6,15,14.5
1 Season,,SAS,NBA,5:01,0,1,0,0,0,1,0,0,0,2,2,1,1,0,0,0,0,2.3
