Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Joel Freeland,,1.6,1.4,0.2
Mickaël Gelabale,94.9,1.5,1.3,0.2
Jeff Grayer,94.4,1.5,1.5,0.2
Jerry Chambers,88.7,1.5,1.4,0
Rudy Macklin,88.4,1.8,1.4,0.1
Andy Johnson,88.3,1.8,1.3,0.3
Anthony Randolph,88.1,1.6,1.5,0.5
Thomas Robinson,87.9,1.6,1.5,-0.1
Tony Brown,87.7,1.8,1.3,0.2
Jon Leuer,87.0,2,1.4,0.2
Sam Mack,86.3,1.9,1.3,0.3
