,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1967-68,23,MNM,ABA,,13,,0,,,,14,18,,,,,,,,,32
1968-69,24,MMF,ABA,,18,,1,,,,14,16,,,,,,,,,44
1969-70,25,MMF,ABA,,20,,2,,,,17,23,,,,,,,,,48
1970-71,26,TOT,ABA,,15,,0,,,,16,18,,,,,,,,,44
1970-71,26,UTS,ABA,,15,,0,,,,14,18,,,,,,,,,44
1970-71,26,TEX,ABA,,14,,0,,,,16,18,,,,,,,,,37
1971-72,27,DLC,ABA,,15,,1,,,,16,19,,,,,,,,,41
1972-73,28,INA,ABA,,14,,1,,,,13,15,,,,,,,,,35
1973-74,29,INA,ABA,,15,,0,,,,11,15,,,,,,,,,35
1974-75,30,SAA,ABA,,13,,0,,,,13,14,,,,,,,,,35
1975-76,31,LAL,NBA,,10,,,,,,11,12,,,,,,,,,25
Career,,,TOT,,20,,,,,,17,23,,,,,,,,,48
,,,NBA,,10,,,,,,11,12,,,,,,,,,25
,,,ABA,,20,,2,,,,17,23,,,,,,,,,48
,,,,,,,,,,,,,,,,,,,,,
3 Seasons,,"MMF,MNM",ABA,,20,,2,,,,17,23,,,,,,,,,48
3 Seasons,,"DLC,SAA,TEX",ABA,,15,,1,,,,16,19,,,,,,,,,41
2 Seasons,,INA,ABA,,15,,1,,,,13,15,,,,,,,,,35
1 Season,,LAL,NBA,,10,,,,,,11,12,,,,,,,,,25
1 Season,,UTS,ABA,,15,,0,,,,14,18,,,,,,,,,44
