Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1967-68,23,MNM,ABA,SG,10,NA,365,5.5,13.2,0.418,0,0.4,0,5.5,12.8,0.431,4.5,6.2,0.73,NA,NA,4.9,5.5,NA,NA,3.8,4.5,15.6
1968-69,24,MMF,ABA,SG,12,NA,434,8.1,17.8,0.458,0,0.1,0,8.1,17.7,0.46,5.1,6.2,0.813,NA,NA,4,4.1,NA,NA,2.4,2.3,21.3
1970-71,26,TEX,ABA,SG,4,NA,144,9.5,21,0.452,0,0.7,0,9.5,20.3,0.469,3.2,4,0.813,3,3,6,1.2,NA,NA,1.7,2.3,22.2
1971-72,27,DLC,ABA,SG,4,NA,144,11.3,25.7,0.437,0,0,NA,11.3,25.7,0.437,4.2,6.8,0.63,NA,NA,6,2.5,NA,NA,1.7,2.7,26.7
1972-73,28,INA,ABA,SG,18,NA,557,6.8,15.3,0.443,0,0.1,0,6.8,15.2,0.447,4.6,5.8,0.798,1.7,1.4,3.1,3.2,NA,NA,2.6,3.4,18.2
1973-74,29,INA,ABA,SG,6,NA,158,6.8,15.7,0.435,0,0,NA,6.8,15.7,0.435,3.2,4.6,0.7,0.5,1.8,2.3,1.8,0.9,0,2.1,3.2,16.9
1974-75,30,SAA,ABA,SG,6,NA,166,7.2,15.6,0.458,0,0,NA,7.2,15.6,0.458,1.7,2.2,0.8,2.4,0.7,3,4.1,0.4,0,1.7,3.5,16
Career,NA,,ABA,,60,NA,1968,7.4,16.7,0.444,0,0.2,0,7.4,16.5,0.449,4.2,5.5,0.767,1.8,1.5,4,3.6,0.7,0,2.5,3.2,19
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,INA,ABA,,24,NA,715,6.8,15.4,0.441,0,0.1,0,6.8,15.3,0.444,4.3,5.5,0.78,1.5,1.5,2.9,2.9,0.9,0,2.5,3.3,17.9
2 seasons,NA,"MNM,MMF",ABA,,22,NA,799,6.9,15.7,0.443,0,0.2,0,6.9,15.5,0.449,4.8,6.2,0.775,NA,NA,4.4,4.8,NA,NA,3.1,3.3,18.7
3 seasons,NA,"TEX,DLC,SAA",ABA,,14,NA,454,9.2,20.5,0.448,0,0.2,0,9.2,20.3,0.453,3,4.2,0.717,2.7,1.7,4.9,2.7,0.4,0,1.7,2.9,21.4
