,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2004-05,25,CHI,NBA,SF,81,1892,,2%,83%,14%,1%,-3.5,-9.2,56,29,80,26,86,0,274,14,40
2005-06,26,CHI,NBA,PF,82,2239,,,42%,56%,1%,-1.4,-5.5,34,42,128,23,92,64,274,23,68
2006-07,27,CHI,NBA,PF,53,1406,,,20%,78%,2%,+1.7,-5.7,38,19,82,25,54,51,127,16,26
2007-08,28,CHI,NBA,SF,82,2021,,2%,84%,14%,,-2.7,+0.8,47,38,130,23,108,39,222,25,49
2008-09,29,TOT,NBA,PF-SF,76,1991,,1%,34%,62%,4%,-0.4,+5.8,33,35,140,26,74,31,237,14,35
2008-09,29,CHI,NBA,PF,53,1278,,,22%,74%,4%,+2.6,+4.0,21,17,89,20,46,25,142,10,19
2008-09,29,SAC,NBA,SF,23,713,,2%,54%,42%,3%,-5.7,+4.5,12,18,51,6,28,6,95,4,16
2009-10,30,SAC,NBA,SF,75,1477,,23%,66%,11%,,-6.1,-2.4,17,29,81,12,48,21,169,9,39
2010-11,31,PHI,NBA,SF,54,931,,2%,87%,10%,,-7.3,-11.8,14,12,55,11,23,10,97,7,16
2011-12,32,PHI,NBA,SF,11,56,,19%,48%,32%,,-13.4,-18.5,0,2,3,1,5,0,2,1,2
Career,,,NBA,,514,12013,,4%,58%,37%,1%,-2.5,-3.3,239,206,699,147,490,216,1402,109,275
,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,CHI,NBA,,351,8836,,1%,54%,43%,1%,-1.1,-3.5,196,145,509,117,386,179,1039,88,202
2 seasons,,SAC,NBA,,98,2190,,16%,62%,21%,1%,-6.0,-0.1,29,47,132,18,76,27,264,13,55
2 seasons,,PHI,NBA,,65,987,,3%,85%,12%,,-7.7,-12.2,14,14,58,12,28,10,99,8,18
