,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1970-71,21,PHI,NBA,,1,3,4,5,6,0,,4
1971-72,22,PHI,NBA,,6,,6,7,,,,13
Career,,,,,6,,6,7,,,,13
