,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2002-03,22,LAL,NBA,PG,76,872,36%,57%,6%,,,-4.1,-8.3,38,10,35,7,8,0,148,3,10
2003-04,23,LAL,NBA,SG,72,1244,1%,73%,26%,,,-0.7,-6.7,31,10,60,6,19,0,129,4,14
2004-05,24,TOT,NBA,SG,48,968,3%,83%,14%,,,-7.9,-3.4,19,13,39,6,20,0,143,4,14
2004-05,24,LAL,NBA,SG,14,91,,75%,25%,,,-14.9,-11.7,1,1,6,1,0,0,8,0,1
2004-05,24,CHA,NBA,SG,34,877,3%,84%,13%,,,-7.2,-1.1,18,12,33,5,20,0,135,4,13
2005-06,25,CHA,NBA,SG,47,1111,,63%,36%,1%,,-8.2,-5.4,20,21,30,11,26,6,114,6,9
2007-08,27,IND,NBA,SG,71,1504,,82%,17%,1%,,-3.3,-2.8,26,18,61,8,15,6,214,4,20
2008-09,28,PHI,NBA,SG,25,199,,40%,60%,,,-4.9,-5.1,8,2,6,0,0,1,39,0,0
2009-10,29,LAC,NBA,SG,7,58,,100%,,,,-6.3,+0.7,2,1,5,0,1,1,8,0,1
Career,,,NBA,,346,5956,6%,72%,22%,,,-4.6,-5.0,144,75,236,38,89,14,795,21,68
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,LAL,NBA,,162,2207,15%,67%,18%,,,-2.6,-7.5,70,21,101,14,27,0,285,7,25
2 seasons,,CHA,NBA,,81,1988,1%,72%,26%,1%,,-7.8,-3.5,38,33,63,16,46,6,249,10,22
1 season,,IND,NBA,,71,1504,,82%,17%,1%,,-3.3,-2.8,26,18,61,8,15,6,214,4,20
1 season,,PHI,NBA,,25,199,,40%,60%,,,-4.9,-5.1,8,2,6,0,0,1,39,0,0
1 season,,LAC,NBA,,7,58,,100%,,,,-6.3,+0.7,2,1,5,0,1,1,8,0,1
