,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2005-06,24,TOR,NBA,SG,64,1487,49%,50%,1%,,,-4.0,-0.8,60,29,45,2,31,13,679,8,29
2006-07,25,TOR,NBA,PG,77,1614,93%,7%,,,,+1.6,+0.6,61,26,49,12,52,14,893,13,18
2007-08,26,TOR,NBA,PG,82,2484,91%,9%,,,,+3.8,+1.1,86,30,54,2,24,20,1554,4,29
2008-09,27,TOR,NBA,PG,68,2333,98%,2%,,,,-2.9,+0.3,95,31,44,10,33,18,1359,9,21
2009-10,28,TOR,NBA,PG,68,1817,100%,,,,,-2.2,-0.2,77,17,58,4,31,14,899,6,25
2010-11,29,TOR,NBA,PG,68,2102,99%,1%,,,,-5.4,+3.1,110,25,63,5,26,6,1276,4,30
2011-12,30,TOR,NBA,PG,53,1799,99%,1%,,,,-4.7,-2.1,69,23,45,2,15,6,1024,5,17
2012-13,31,TOT,NBA,PG,73,2160,63%,37%,,,,-6.7,-5.2,97,23,57,3,15,2,1127,2,20
2012-13,31,TOR,NBA,PG,45,1273,82%,18%,,,,-4.2,-3.8,60,13,29,2,9,1,720,1,12
2012-13,31,DET,NBA,PG,28,887,35%,65%,,,,-10.4,-7.8,37,10,28,1,6,1,407,1,8
2013-14,32,DAL,NBA,PG,81,2468,95%,5%,,,,-0.9,-8.8,68,26,75,5,15,9,851,2,16
2014-15,33,NYK,NBA,PG,42,1270,41%,57%,2%,,,-14.0,-5.6,62,11,43,1,8,4,446,2,12
2015-16,34,NYK,NBA,PG,72,2024,79%,21%,,,,-2.2,+1.2,51,29,68,1,14,15,692,4,10
2016-17,35,TOT,NBA,PG,41,539,85%,15%,,,,-9.2,-5.4,33,4,15,0,3,1,200,1,3
2016-17,35,LAL,NBA,PG,24,292,92%,8%,,,,-22.3,-16.3,20,4,8,0,1,1,110,1,2
2016-17,35,ATL,NBA,PG,17,247,76%,24%,,,,+6.3,+8.0,13,0,7,0,2,0,90,0,1
2017-18,36,CLE,NBA,PG,57,914,87%,14%,,,,+3.5,+3.2,28,7,34,3,9,7,278,1,8
2018-19,37,DET,NBA,PG,49,632,90%,10%,,,,-14.3,-16.7,26,5,26,1,4,3,282,1,8
Career,,,NBA,,895,23643,85%,15%,,,,-3.1,-1.8,923,286,676,51,280,132,11560,62,246
,,,,,,,,,,,,,,,,,,,,,,
8 seasons,,TOR,NBA,,525,14909,90%,9%,,,,-2.0,+0.1,618,194,387,39,221,92,8404,50,181
2 seasons,,NYK,NBA,,114,3294,65%,35%,1%,,,-6.8,-1.4,113,40,111,2,22,19,1138,6,22
1 season,,DAL,NBA,,81,2468,95%,5%,,,,-0.9,-8.8,68,26,75,5,15,9,851,2,16
2 seasons,,DET,NBA,,77,1519,58%,42%,,,,-12.0,-11.5,63,15,54,2,10,4,689,2,16
1 season,,CLE,NBA,,57,914,87%,14%,,,,+3.5,+3.2,28,7,34,3,9,7,278,1,8
1 season,,LAL,NBA,,24,292,92%,8%,,,,-22.3,-16.3,20,4,8,0,1,1,110,1,2
1 season,,ATL,NBA,,17,247,76%,24%,,,,+6.3,+8.0,13,0,7,0,2,0,90,0,1
