Season,Team,Lg,Salary
2005-06,Toronto Raptors,NBA,"$2,190,000"
2006-07,Toronto Raptors,NBA,"$2,333,334"
2007-08,Toronto Raptors,NBA,"$2,471,604"
2008-09,Toronto Raptors,NBA,"$7,438,018"
2009-10,Toronto Raptors,NBA,"$8,219,009"
2010-11,Toronto Raptors,NBA,"$9,000,000"
2011-12,Toronto Raptors,NBA,"$9,780,992"
2012-13,Detroit Pistons,NBA,"$11,046,591"
2013-14,Dallas Mavericks,NBA,"$6,791,570"
2014-15,New York Knicks,NBA,"$7,097,191"
2015-16,New York Knicks,NBA,"$7,402,812"
2016-17,Los Angeles Lakers,NBA,"$7,708,427"
2016-17,Atlanta Hawks,NBA,"$392,478"
2017-18,Cleveland Cavaliers,NBA,"$1,471,382"
2018-19,Detroit Pistons,NBA,"$2,393,887"
Career,(may be incomplete),,"$85,737,295"
