,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2006-07,25,TOR,NBA,PG,6,146,99%,1%,,,,-3.0,+5.9,12,2,4,1,2,0,75,1,3
2007-08,26,TOR,NBA,PG,5,120,97%,3%,,,,-2.9,+5.1,3,3,3,0,2,1,80,0,2
2013-14,32,DAL,NBA,PG,7,191,81%,19%,,,,-1.1,+3.5,5,2,10,0,1,0,73,1,0
2016-17,35,ATL,NBA,PG,6,75,87%,13%,,,,+3.3,+5.5,1,3,2,0,0,1,27,0,2
2017-18,36,CLE,NBA,PG,13,104,100%,,,,,+1.6,+3.8,3,2,6,0,1,0,22,0,1
2018-19,37,DET,NBA,PG,3,10,100%,,,,,+15.0,+41.8,0,0,0,0,0,0,11,0,0
Career,,,NBA,,40,646,92%,8%,,,,-0.7,+5.2,24,12,25,1,6,2,288,2,8
,,,,,,,,,,,,,,,,,,,,,,
1 season,,CLE,NBA,,13,104,100%,,,,,+1.6,+3.8,3,2,6,0,1,0,22,0,1
2 seasons,,TOR,NBA,,11,266,98%,2%,,,,-3.0,+5.5,15,5,7,1,4,1,155,1,5
1 season,,DAL,NBA,,7,191,81%,19%,,,,-1.1,+3.5,5,2,10,0,1,0,73,1,0
1 season,,ATL,NBA,,6,75,87%,13%,,,,+3.3,+5.5,1,3,2,0,0,1,27,0,2
1 season,,DET,NBA,,3,10,100%,,,,,+15.0,+41.8,0,0,0,0,0,0,11,0,0
