,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,29,TOT,NBA,SF,51,588,,7%,92%,1%,,-3.9,-4.3,15,4,25,5,19,0,50,5,16
2000-01,29,DEN,NBA,SF,13,135,,24%,75%,1%,,-5.2,-3.0,5,1,5,0,3,0,20,0,1
2000-01,29,TOR,NBA,SF,38,453,,2%,97%,1%,,-3.4,-6.8,10,3,20,5,16,0,30,5,15
2001-02,30,TOR,NBA,SF,40,473,,6%,90%,4%,,-7.1,-7.5,16,6,13,2,8,0,40,0,10
2002-03,31,LAL,NBA,SF,31,193,,4%,91%,5%,,-13.0,-16.2,9,3,12,0,4,0,26,1,1
2003-04,32,POR,NBA,SF,7,35,,41%,59%,,,-13.2,-11.7,2,0,1,0,0,0,2,0,1
Career,,,NBA,,129,1289,,7%,90%,3%,,-6.7,-7.4,42,13,51,7,31,0,118,6,28
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,TOR,NBA,,78,926,,4%,93%,3%,,-5.3,-7.1,26,9,33,7,24,0,70,5,25
1 season,,LAL,NBA,,31,193,,4%,91%,5%,,-13.0,-16.2,9,3,12,0,4,0,26,1,1
1 season,,DEN,NBA,,13,135,,24%,75%,1%,,-5.2,-3.0,5,1,5,0,3,0,20,0,1
1 season,,POR,NBA,,7,35,,41%,59%,,,-13.2,-11.7,2,0,1,0,0,0,2,0,1
