Season,Team,Lg,Salary
1992-93,Portland Trail Blazers,NBA,"$725,000"
1993-94,Portland Trail Blazers,NBA,"$943,000"
1994-95,Portland Trail Blazers,NBA,"$1,160,000"
1995-96,Toronto Raptors,NBA,"$250,000"
1996-97,Washington Bullets,NBA,"$1,700,000"
1997-98,Washington Wizards,NBA,"$2,040,000"
1998-99,Washington Wizards,NBA,"$2,380,000"
1999-00,Washington Wizards,NBA,"$2,720,000"
2000-01,Denver Nuggets,NBA,"$3,060,000"
2001-02,Toronto Raptors,NBA,"$3,400,000"
2002-03,Los Angeles Lakers,NBA,"$3,740,000"
2003-04,Portland Trail Blazers,NBA,"$143,537"
Career,(may be incomplete),,"$22,261,537"
