,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2006-07,21,GSW,NBA,SG,11,238,32%,68%,,,,-8.5,-18.5,6,6,9,4,14,3,25,4,6
2012-13,27,MIL,NBA,SG,4,152,33%,67%,,,,-16.9,-2.1,5,7,3,1,7,2,48,2,2
2013-14,28,DAL,NBA,SG,7,249,,92%,8%,,,-10.8,-32.1,7,6,6,0,15,4,46,4,5
2014-15,29,DAL,NBA,SG,5,197,,91%,9%,,,-2.8,+18.1,11,4,9,0,5,0,58,0,3
2015-16,30,IND,NBA,SG,7,225,,99%,1%,,,+1.9,+0.4,4,12,9,1,3,0,69,1,4
2016-17,31,IND,NBA,SG,4,76,30%,70%,,,,-5.4,-2.9,1,2,2,1,2,0,10,1,1
Career,,,NBA,,38,1137,13%,83%,4%,,,-6.9,-8.2,34,37,38,7,46,9,256,12,21
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,DAL,NBA,,12,446,,91%,9%,,,-7.3,-10.0,18,10,15,0,20,4,104,4,8
1 season,,GSW,NBA,,11,238,32%,68%,,,,-8.5,-18.5,6,6,9,4,14,3,25,4,6
2 seasons,,IND,NBA,,11,301,7%,92%,1%,,,+0.1,-0.4,5,14,11,2,5,0,79,2,5
1 season,,MIL,NBA,,4,152,33%,67%,,,,-16.9,-2.1,5,7,3,1,7,2,48,2,2
