,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2004-05,19,LAC,NBA,47:04,7,13,0,1,7,13,8,9,3,6,8,11,6,2,7,6,18,23.0
2005-06,20,LAC,NBA,41:43,7,15,1,2,7,15,5,8,4,7,7,13,3,4,5,5,18,17.8
2006-07,21,LAC,NBA,42:47,10,17,2,2,10,17,6,9,5,6,9,14,5,3,6,6,21,23.8
2008-09,23,TOT,NBA,32:59,7,9,0,0,7,9,4,4,1,7,7,5,2,1,3,2,14,12.5
2008-09,23,MIA,NBA,18:04,1,3,0,0,1,3,2,2,0,1,1,3,1,0,2,2,3,1.6
2008-09,23,OKC,NBA,32:59,7,9,0,0,7,9,4,4,1,7,7,5,2,1,3,2,14,12.5
2009-10,24,TOT,NBA,41:59,9,13,0,1,9,13,7,9,2,7,7,9,2,2,4,5,25,23.9
2009-10,24,OKC,NBA,21:42,2,3,0,1,2,3,0,0,2,7,7,3,2,2,2,3,4,4.0
2009-10,24,WAS,NBA,41:59,9,13,0,1,9,13,7,9,2,5,6,9,2,2,4,5,25,23.9
2010-11,25,CHA,NBA,30:03,8,13,1,1,8,13,6,6,3,7,7,8,3,3,4,5,22,19.7
2011-12,26,MIL,NBA,39:27,7,13,1,1,7,12,8,9,3,6,7,7,2,2,4,4,18,17.8
2012-13,27,TOT,NBA,38:00,8,15,0,2,8,15,7,8,2,6,6,7,3,3,5,6,16,15.9
2012-13,27,WAS,NBA,35:36,5,12,0,2,5,12,5,5,1,6,6,4,2,1,3,3,10,7.7
2012-13,27,CLE,NBA,38:00,8,15,0,1,8,15,7,8,2,6,6,7,3,3,5,6,16,15.9
2013-14,28,BRK,NBA,51:13,11,18,1,1,11,18,8,9,4,8,11,11,7,4,5,6,24,20.5
2014-15,29,GSW,NBA,35:31,9,14,0,1,9,14,5,6,3,9,10,8,4,3,6,5,21,21.5
2015-16,30,GSW,NBA,34:46,8,12,1,2,8,12,5,7,3,5,6,10,4,2,4,5,17,16.4
2016-17,31,GSW,NBA,27:28,8,10,1,1,8,10,4,4,3,5,7,6,2,2,3,5,17,15.6
2017-18,32,GSW,NBA,25:02,6,12,0,1,6,12,6,6,3,5,7,7,3,3,4,4,16,13.6
2018-19,33,GSW,NBA,20:04,5,9,0,1,5,9,5,5,4,4,7,7,2,3,2,4,13,13.4
Career,,,,51:13,11,18,2,2,11,18,8,9,5,9,11,14,7,4,7,6,25,23.9
5 Seasons,,GSW,NBA,35:31,9,14,1,2,9,14,6,7,4,9,10,10,4,3,6,5,21,21.5
3 Seasons,,LAC,NBA,47:04,10,17,2,2,10,17,8,9,5,7,9,14,6,4,7,6,21,23.8
1 Season,,BRK,NBA,51:13,11,18,1,1,11,18,8,9,4,8,11,11,7,4,5,6,24,20.5
1 Season,,CHA,NBA,30:03,8,13,1,1,8,13,6,6,3,7,7,8,3,3,4,5,22,19.7
1 Season,,MIL,NBA,39:27,7,13,1,1,7,12,8,9,3,6,7,7,2,2,4,4,18,17.8
1 Season,,CLE,NBA,38:00,8,15,0,1,8,15,7,8,2,6,6,7,3,3,5,6,16,15.9
2 Seasons,,WAS,NBA,41:59,9,13,0,2,9,13,7,9,2,6,6,9,2,2,4,5,25,23.9
2 Seasons,,OKC,NBA,32:59,7,9,0,1,7,9,4,4,2,7,7,5,2,2,3,3,14,12.5
1 Season,,MIA,NBA,18:04,1,3,0,0,1,3,2,2,0,1,1,3,1,0,2,2,3,1.6
