Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2005-06,20,LAC,NBA,PG,12,0,332,3.9,8.2,0.474,0.1,0.1,1,3.8,8.1,0.467,1.8,2.3,0.81,1.7,4.3,6.1,6.2,0.8,0.7,2.5,3.4,9.8
2013-14,28,BRK,NBA,PG,12,10,325,4.9,9.5,0.512,0.1,0.1,1,4.8,9.4,0.506,3,4.1,0.73,0.9,3.8,4.7,4.4,0.6,0.6,2.4,4.5,12.8
2014-15,29,GSW,NBA,PG,21,0,375,4,7.6,0.532,0,0.1,0,4,7.5,0.538,2,2.4,0.84,1.2,3.6,4.9,3.6,0.8,0.5,2,3.1,10.1
2015-16,30,GSW,NBA,PG,24,7,514,5.7,11.8,0.488,0,0.1,0,5.7,11.7,0.491,2.2,2.6,0.865,0.9,4.4,5.3,5.6,0.8,0.4,2,3.4,13.7
2016-17,31,GSW,NBA,PG,14,0,220,5.6,9.7,0.576,0,0,NA,5.6,9.7,0.576,0.8,1.1,0.714,1.6,3.1,4.7,3.3,0.8,0.3,1.6,3.9,11.9
2017-18,32,GSW,NBA,PG,21,0,362,5.9,10.9,0.536,0,0.1,0,5.9,10.8,0.541,2.2,2.5,0.88,1.1,3.6,4.7,3.1,0.7,0.1,1.6,3.3,13.9
2018-19,33,GSW,NBA,PG,22,2,322,3.8,8.4,0.453,0,0.2,0,3.8,8.2,0.466,2.3,2.8,0.84,1.2,2.2,3.5,3.5,1.1,0.4,0.9,3.9,10
Career,NA,,NBA,,126,19,2450,4.9,9.6,0.507,0,0.1,0.286,4.8,9.5,0.509,2.1,2.6,0.819,1.2,3.7,4.9,4.4,0.8,0.4,1.9,3.6,11.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,GSW,NBA,,102,9,1793,5,9.9,0.511,0,0.1,0,5,9.8,0.516,2,2.4,0.849,1.2,3.5,4.7,4,0.8,0.3,1.7,3.5,12.1
1 season,NA,LAC,NBA,,12,0,332,3.9,8.2,0.474,0.1,0.1,1,3.8,8.1,0.467,1.8,2.3,0.81,1.7,4.3,6.1,6.2,0.8,0.7,2.5,3.4,9.8
1 season,NA,BRK,NBA,,12,10,325,4.9,9.5,0.512,0.1,0.1,1,4.8,9.4,0.506,3,4.1,0.73,0.9,3.8,4.7,4.4,0.6,0.6,2.4,4.5,12.8
