Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1961-62,23,CIN,NBA,PG,4,185,25.6,0.586,0.481,NA,NA,NA,32.5,NA,NA,NA,0.8,0,0.8,0.21,NA,NA,NA,NA,NA
1962-63,24,CIN,NBA,PG,12,570,24.7,0.574,0.583,NA,NA,NA,27.5,NA,NA,NA,2,0.3,2.3,0.194,NA,NA,NA,NA,NA
1963-64,25,CIN,NBA,PG,10,471,24.7,0.568,0.629,NA,NA,NA,28,NA,NA,NA,2,0.4,2.4,0.245,NA,NA,NA,NA,NA
1964-65,26,CIN,NBA,PG,4,195,20.8,0.528,0.438,NA,NA,NA,37.1,NA,NA,NA,0.5,0,0.5,0.126,NA,NA,NA,NA,NA
1965-66,27,CIN,NBA,PG,5,224,24.3,0.53,0.567,NA,NA,NA,29.1,NA,NA,NA,0.6,0.1,0.7,0.158,NA,NA,NA,NA,NA
1966-67,28,CIN,NBA,PG,4,183,22.9,0.617,0.578,NA,NA,NA,32.5,NA,NA,NA,0.8,-0.1,0.7,0.19,NA,NA,NA,NA,NA
1970-71,32,MIL,NBA,PG,14,520,21.1,0.533,0.329,NA,NA,6.3,32.2,NA,NA,NA,1.3,1,2.3,0.213,NA,NA,NA,NA,NA
1971-72,33,MIL,NBA,PG,11,380,16.4,0.462,0.257,NA,NA,7.3,27.7,NA,NA,NA,0.1,1,1.1,0.134,NA,NA,NA,NA,NA
1972-73,34,MIL,NBA,PG,6,256,21,0.572,0.354,NA,NA,5.7,26.4,NA,NA,NA,0.9,0.4,1.3,0.236,NA,NA,NA,NA,NA
1973-74,35,MIL,NBA,PG,16,689,15.1,0.503,0.26,2.6,5.6,4.2,28.4,1.1,0.3,NA,1,0.5,1.5,0.106,NA,1.8,-1,0.8,0.5
Career,NA,,NBA,,86,3673,21,0.544,0.447,2.6,5.6,5.6,29.5,1.1,0.3,NA,10.2,3.5,13.6,0.178,NA,1.8,-1,0.8,0.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,MIL,NBA,,47,1845,17.9,0.514,0.296,2.6,5.6,5.6,29.1,1.1,0.3,NA,3.3,2.9,6.2,0.16,NA,1.8,-1,0.8,0.5
6 seasons,NA,CIN,NBA,,39,1828,24.1,0.566,0.566,NA,NA,NA,29.9,NA,NA,NA,6.9,0.6,7.5,0.197,NA,NA,NA,NA,NA
