Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1961-62,23,CIN,NBA,PG,4,NA,46.3,10.5,20.3,0.519,7.8,9.8,0.795,NA,NA,11,11,NA,NA,4.5,28.8
1962-63,24,CIN,NBA,PG,12,NA,47.5,10.3,22,0.47,11.1,12.8,0.864,NA,NA,13,9,NA,NA,3.4,31.8
1963-64,25,CIN,NBA,PG,10,NA,47.1,9.2,20.2,0.455,10.9,12.7,0.858,NA,NA,8.9,8.4,NA,NA,3,29.3
1964-65,26,CIN,NBA,PG,4,NA,48.8,9.5,22.3,0.427,9,9.8,0.923,NA,NA,4.8,12,NA,NA,3.5,28
1965-66,27,CIN,NBA,PG,5,NA,44.8,9.8,24,0.408,12.2,13.6,0.897,NA,NA,7.6,7.8,NA,NA,4,31.8
1966-67,28,CIN,NBA,PG,4,NA,45.8,8.3,16,0.516,8.3,9.3,0.892,NA,NA,4,11.3,NA,NA,2.3,24.8
1970-71,32,MIL,NBA,PG,14,NA,37.1,7.3,15,0.486,3.7,4.9,0.754,NA,NA,5,8.9,NA,NA,2.8,18.3
1971-72,33,MIL,NBA,PG,11,NA,34.5,5.2,12.7,0.407,2.7,3.3,0.833,NA,NA,5.8,7.5,NA,NA,2.6,13.1
1972-73,34,MIL,NBA,PG,6,NA,42.7,8,16,0.5,5.2,5.7,0.912,NA,NA,4.7,7.5,NA,NA,3.5,21.2
1973-74,35,MIL,NBA,PG,16,NA,43.1,5.6,12.5,0.45,2.8,3.3,0.846,0.9,2.4,3.4,9.3,0.9,0.3,2.9,14
Career,NA,,NBA,,86,NA,42.7,7.8,17,0.46,6.5,7.6,0.855,0.9,2.4,6.7,8.9,0.9,0.3,3.1,22.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,MIL,NBA,,47,NA,39.3,6.3,13.7,0.46,3.3,4.1,0.822,0.9,2.4,4.6,8.5,0.9,0.3,2.9,16
6 seasons,NA,CIN,NBA,,39,NA,46.9,9.7,21,0.461,10.3,11.9,0.869,NA,NA,9.3,9.4,NA,NA,3.4,29.7
