Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1961-62,23,CIN,NBA,PG,4,NA,185,42,81,0.519,31,39,0.795,NA,NA,44,44,NA,NA,18,115
1962-63,24,CIN,NBA,PG,12,NA,570,124,264,0.47,133,154,0.864,NA,NA,156,108,NA,NA,41,381
1963-64,25,CIN,NBA,PG,10,NA,471,92,202,0.455,109,127,0.858,NA,NA,89,84,NA,NA,30,293
1964-65,26,CIN,NBA,PG,4,NA,195,38,89,0.427,36,39,0.923,NA,NA,19,48,NA,NA,14,112
1965-66,27,CIN,NBA,PG,5,NA,224,49,120,0.408,61,68,0.897,NA,NA,38,39,NA,NA,20,159
1966-67,28,CIN,NBA,PG,4,NA,183,33,64,0.516,33,37,0.892,NA,NA,16,45,NA,NA,9,99
1970-71,32,MIL,NBA,PG,14,NA,520,102,210,0.486,52,69,0.754,NA,NA,70,124,NA,NA,39,256
1971-72,33,MIL,NBA,PG,11,NA,380,57,140,0.407,30,36,0.833,NA,NA,64,83,NA,NA,29,144
1972-73,34,MIL,NBA,PG,6,NA,256,48,96,0.5,31,34,0.912,NA,NA,28,45,NA,NA,21,127
1973-74,35,MIL,NBA,PG,16,NA,689,90,200,0.45,44,52,0.846,15,39,54,149,15,4,46,224
Career,NA,,NBA,,86,NA,3673,675,1466,0.46,560,655,0.855,15,39,578,769,15,4,267,1910
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,MIL,NBA,,47,NA,1845,297,646,0.46,157,191,0.822,15,39,216,401,15,4,135,751
6 seasons,NA,CIN,NBA,,39,NA,1828,378,820,0.461,403,464,0.869,NA,NA,362,368,NA,NA,132,1159
