Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1960-61,22,CIN,NBA,PG,71,NA,3032,756,1600,0.473,653,794,0.822,NA,NA,716,690,NA,NA,219,2165
1961-62,23,CIN,NBA,PG,79,NA,3503,866,1810,0.478,700,872,0.803,NA,NA,985,899,NA,NA,258,2432
1962-63,24,CIN,NBA,PG,80,NA,3521,825,1593,0.518,614,758,0.81,NA,NA,835,758,NA,NA,293,2264
1963-64,25,CIN,NBA,PG,79,NA,3559,840,1740,0.483,800,938,0.853,NA,NA,783,868,NA,NA,280,2480
1964-65,26,CIN,NBA,PG,75,NA,3421,807,1681,0.48,665,793,0.839,NA,NA,674,861,NA,NA,205,2279
1965-66,27,CIN,NBA,PG,76,NA,3493,818,1723,0.475,742,881,0.842,NA,NA,586,847,NA,NA,227,2378
1966-67,28,CIN,NBA,PG,79,NA,3468,838,1699,0.493,736,843,0.873,NA,NA,486,845,NA,NA,226,2412
1967-68,29,CIN,NBA,PG,65,NA,2765,660,1321,0.5,576,660,0.873,NA,NA,391,633,NA,NA,199,1896
1968-69,30,CIN,NBA,PG,79,NA,3461,656,1351,0.486,643,767,0.838,NA,NA,502,772,NA,NA,231,1955
1969-70,31,CIN,NBA,PG,69,NA,2865,647,1267,0.511,454,561,0.809,NA,NA,422,558,NA,NA,175,1748
1970-71,32,MIL,NBA,PG,81,NA,3194,592,1193,0.496,385,453,0.85,NA,NA,462,668,NA,NA,203,1569
1971-72,33,MIL,NBA,PG,64,NA,2390,419,887,0.472,276,330,0.836,NA,NA,323,491,NA,NA,116,1114
1972-73,34,MIL,NBA,PG,73,NA,2737,446,983,0.454,238,281,0.847,NA,NA,360,551,NA,NA,167,1130
1973-74,35,MIL,NBA,PG,70,NA,2477,338,772,0.438,212,254,0.835,71,208,279,446,77,4,132,888
Career,NA,,NBA,,1040,NA,43886,9508,19620,0.485,7694,9185,0.838,71,208,7804,9887,77,4,2931,26710
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10 seasons,NA,CIN,NBA,,752,NA,33088,7713,15785,0.489,6583,7867,0.837,NA,NA,6380,7731,NA,NA,2313,22009
4 seasons,NA,MIL,NBA,,288,NA,10798,1795,3835,0.468,1111,1318,0.843,71,208,1424,2156,77,4,618,4701
