Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1960-61,22,CIN,NBA,PG,71,3032,25.9,0.555,0.496,NA,NA,NA,NA,NA,NA,NA,13,0.2,13.2,0.21,NA,NA,NA,NA,NA
1961-62,23,CIN,NBA,PG,79,3503,26,0.554,0.482,NA,NA,NA,NA,NA,NA,NA,13.4,2.2,15.6,0.214,NA,NA,NA,NA,NA
1962-63,24,CIN,NBA,PG,80,3521,24.6,0.588,0.476,NA,NA,NA,NA,NA,NA,NA,14.1,2.7,16.8,0.229,NA,NA,NA,NA,NA
1963-64,25,CIN,NBA,PG,79,3559,27.6,0.576,0.539,NA,NA,NA,NA,NA,NA,NA,16.2,4.4,20.6,0.278,NA,NA,NA,NA,NA
1964-65,26,CIN,NBA,PG,75,3421,26.7,0.561,0.472,NA,NA,NA,37.8,NA,NA,NA,14.3,2.7,17,0.238,NA,NA,NA,NA,NA
1965-66,27,CIN,NBA,PG,76,3493,25.2,0.563,0.511,NA,NA,NA,34.5,NA,NA,NA,13.6,3.3,16.9,0.232,NA,NA,NA,NA,NA
1966-67,28,CIN,NBA,PG,79,3468,25.5,0.583,0.496,NA,NA,NA,35.1,NA,NA,NA,14.7,2.7,17.4,0.241,NA,NA,NA,NA,NA
1967-68,29,CIN,NBA,PG,65,2765,24.6,0.588,0.5,NA,NA,NA,33.2,NA,NA,NA,11.5,0.8,12.3,0.214,NA,NA,NA,NA,NA
1968-69,30,CIN,NBA,PG,79,3461,21.8,0.579,0.568,NA,NA,NA,31.4,NA,NA,NA,12.2,0.7,12.9,0.18,NA,NA,NA,NA,NA
1969-70,31,CIN,NBA,PG,69,2865,21.5,0.577,0.443,NA,NA,NA,27,NA,NA,NA,8.7,2.7,11.4,0.191,NA,NA,NA,NA,NA
1970-71,32,MIL,NBA,PG,81,3194,19.6,0.563,0.38,NA,NA,6.9,25.5,NA,NA,NA,8.4,4,12.4,0.186,NA,NA,NA,NA,NA
1971-72,33,MIL,NBA,PG,64,2390,18.9,0.54,0.372,NA,NA,6.5,26.1,NA,NA,NA,4.7,3.6,8.3,0.167,NA,NA,NA,NA,NA
1972-73,34,MIL,NBA,PG,73,2737,17.2,0.511,0.286,NA,NA,6.4,25.5,NA,NA,NA,3.9,4.6,8.4,0.148,NA,NA,NA,NA,NA
1973-74,35,MIL,NBA,PG,70,2477,14.2,0.502,0.329,3.1,8,5.7,22.3,1.4,0.1,NA,3.2,2.6,5.9,0.113,NA,0.2,-0.3,-0.1,1.2
Career,NA,,NBA,,1040,43886,23.2,0.564,0.468,3.1,8,6.4,30.3,1.4,0.1,NA,152,37.2,189.2,0.207,NA,0.2,-0.3,-0.1,1.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10 seasons,NA,CIN,NBA,,752,33088,25,0.572,0.498,NA,NA,NA,33.4,NA,NA,NA,131.8,22.4,154.2,0.224,NA,NA,NA,NA,NA
4 seasons,NA,MIL,NBA,,288,10798,17.6,0.532,0.344,3.1,8,6.4,24.9,1.4,0.1,NA,20.2,14.8,35,0.156,NA,0.2,-0.3,-0.1,1.2
