Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1973-74,35,MIL,NBA,PG,70,NA,2477,6.2,14.2,0.438,3.9,4.7,0.835,1.3,3.8,5.1,8.2,1.4,0.1,2.4,16.3,NA,NA,98
Career,NA,,NBA,,70,NA,2477,6.2,14.2,0.438,3.9,4.7,0.835,1.3,3.8,5.1,8.2,1.4,0.1,2.4,16.3,NA,NA,98
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,MIL,NBA,,70,NA,2477,6.2,14.2,0.438,3.9,4.7,0.835,1.3,3.8,5.1,8.2,1.4,0.1,2.4,16.3,NA,NA,98
