Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1961-62,23,CIN,NBA,PG,4,NA,185,8.2,15.8,0.519,6,7.6,0.795,NA,NA,8.6,8.6,NA,NA,3.5,22.4
1962-63,24,CIN,NBA,PG,12,NA,570,7.8,16.7,0.47,8.4,9.7,0.864,NA,NA,9.9,6.8,NA,NA,2.6,24.1
1963-64,25,CIN,NBA,PG,10,NA,471,7,15.4,0.455,8.3,9.7,0.858,NA,NA,6.8,6.4,NA,NA,2.3,22.4
1964-65,26,CIN,NBA,PG,4,NA,195,7,16.4,0.427,6.6,7.2,0.923,NA,NA,3.5,8.9,NA,NA,2.6,20.7
1965-66,27,CIN,NBA,PG,5,NA,224,7.9,19.3,0.408,9.8,10.9,0.897,NA,NA,6.1,6.3,NA,NA,3.2,25.6
1966-67,28,CIN,NBA,PG,4,NA,183,6.5,12.6,0.516,6.5,7.3,0.892,NA,NA,3.1,8.9,NA,NA,1.8,19.5
1970-71,32,MIL,NBA,PG,14,NA,520,7.1,14.5,0.486,3.6,4.8,0.754,NA,NA,4.8,8.6,NA,NA,2.7,17.7
1971-72,33,MIL,NBA,PG,11,NA,380,5.4,13.3,0.407,2.8,3.4,0.833,NA,NA,6.1,7.9,NA,NA,2.7,13.6
1972-73,34,MIL,NBA,PG,6,NA,256,6.8,13.5,0.5,4.4,4.8,0.912,NA,NA,3.9,6.3,NA,NA,3,17.9
1973-74,35,MIL,NBA,PG,16,NA,689,4.7,10.4,0.45,2.3,2.7,0.846,0.8,2,2.8,7.8,0.8,0.2,2.4,11.7
Career,NA,,NBA,,86,NA,3673,6.6,14.4,0.46,5.5,6.4,0.855,0.8,2,5.7,7.5,0.8,0.2,2.6,18.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,MIL,NBA,,47,NA,1845,5.8,12.6,0.46,3.1,3.7,0.822,0.8,2,4.2,7.8,0.8,0.2,2.6,14.7
6 seasons,NA,CIN,NBA,,39,NA,1828,7.4,16.1,0.461,7.9,9.1,0.869,NA,NA,7.1,7.2,NA,NA,2.6,22.8
