Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2017-18,22,MIN,NBA,C,1,0,18:11,7,11,0.636,1,4,0.25,2,2,1,4,10,0,0,0,1,0,17
2018-19,23,MIN,NBA,C,1,0,11:08,5,7,0.714,1,3,0.333,0,0,NA,2,3,1,1,0,0,0,11
Career,NA,,NBA,,2,0,29,12,18,0.667,2,7,0.286,2,2,1,6,13,1,1,0,1,0,28
