Season,Team,Lg,Salary
2015-16,Minnesota Timberwolves,NBA,"$5,703,600"
2016-17,Minnesota Timberwolves,NBA,"$5,960,160"
2017-18,Minnesota Timberwolves,NBA,"$6,216,840"
2018-19,Minnesota Timberwolves,NBA,"$7,839,435"
Career,(may be incomplete),,"$25,720,035"
