Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006-07,19,UTA,NBA,SG,1,0,3,0,0,NA,0,0,NA,0,0,NA,12,24,0.5,0,0,0,0,0,0,0,0,12
2007-08,20,UTA,NBA,SG,7,0,26,6.9,19.4,0.357,2.8,11.1,0.25,4.2,8.3,0.5,0,0,NA,1.4,5.5,6.9,0,2.8,0,2.8,5.5,16.6
2008-09,21,UTA,NBA,SG,5,0,58,3.7,12.4,0.3,1.2,5,0.25,2.5,7.4,0.333,1.9,2.5,0.75,1.2,3.1,4.3,0.6,1.2,0.6,1.9,5,10.6
2009-10,22,UTA,NBA,SF,10,10,337,5,11.3,0.443,1.6,4.9,0.326,3.4,6.4,0.533,3.7,4.2,0.897,0.5,2.1,2.7,3,0.6,0.6,2,5.1,15.4
2015-16,28,IND,NBA,SF,7,0,92,3.9,14.9,0.263,0.8,7.8,0.1,3.1,7,0.444,0.8,1.2,0.667,1.6,7.8,9.4,1.6,0.4,0.4,1.2,2.7,9.4
2016-17,29,IND,NBA,SF,4,2,82,4.8,10.5,0.458,2.2,7,0.313,2.6,3.5,0.75,0.9,0.9,1,1.8,1.8,3.5,0.4,0.9,0.4,0.9,5.3,12.7
2017-18,30,TOR,NBA,SF,10,1,227,5.1,11.3,0.451,3,7.1,0.422,2.1,4.1,0.5,2.1,2.5,0.813,1,2.9,3.8,1.3,1.1,0.5,1.4,3.3,15.2
Career,NA,,NBA,,44,13,825,4.8,11.9,0.407,2,6.2,0.315,2.9,5.7,0.508,2.4,2.9,0.848,1,3.1,4.1,1.8,0.9,0.5,1.7,4.4,14.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,UTA,NBA,,23,10,424,4.9,11.9,0.414,1.6,5.3,0.306,3.3,6.6,0.5,3.3,3.8,0.867,0.7,2.5,3.1,2.5,0.8,0.6,2,5.1,14.8
2 seasons,NA,IND,NBA,,11,2,174,4.3,12.8,0.339,1.4,7.4,0.194,2.9,5.4,0.538,0.8,1,0.8,1.7,5,6.6,1,0.6,0.4,1,3.9,11
1 season,NA,TOR,NBA,,10,1,227,5.1,11.3,0.451,3,7.1,0.422,2.1,4.1,0.5,2.1,2.5,0.813,1,2.9,3.8,1.3,1.1,0.5,1.4,3.3,15.2
