Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2006-07,19,UTA,NBA,SG,1,0,3,0,0,NA,0,0,NA,0,0,NA,17.6,35.2,0.5,0,0,0,0,0,0,0,0,17.6,NA,122,115
2007-08,20,UTA,NBA,SG,7,0,26,10.4,29,0.357,4.1,16.6,0.25,6.2,12.4,0.5,0,0,NA,2.1,8.3,10.4,0,4.1,0,4.1,8.3,24.9,NA,82,105
2008-09,21,UTA,NBA,SG,5,0,58,5.3,17.7,0.3,1.8,7.1,0.25,3.5,10.6,0.333,2.7,3.5,0.75,1.8,4.4,6.2,0.9,1.8,0.9,2.7,7.1,15.1,NA,79,115
2009-10,22,UTA,NBA,SF,10,10,337,7.1,16.1,0.443,2.3,7,0.326,4.9,9.1,0.533,5.3,5.9,0.897,0.8,3,3.8,4.2,0.9,0.9,2.9,7.3,21.8,NA,112,119
2015-16,28,IND,NBA,SF,7,0,92,5.9,22.3,0.263,1.2,11.7,0.1,4.7,10.6,0.444,1.2,1.8,0.667,2.3,11.7,14.1,2.3,0.6,0.6,1.8,4.1,14.1,NA,71,103
2016-17,29,IND,NBA,SF,4,2,82,6.8,14.8,0.458,3.1,9.9,0.313,3.7,4.9,0.75,1.2,1.2,1,2.5,2.5,4.9,0.6,1.2,0.6,1.2,7.4,17.9,NA,119,122
2017-18,30,TOR,NBA,SF,10,1,227,7.1,15.8,0.451,4.2,10,0.422,2.9,5.8,0.5,2.9,3.6,0.813,1.3,4,5.4,1.8,1.6,0.7,2,4.7,21.4,NA,116,118
Career,NA,,NBA,,44,13,825,6.9,17,0.407,2.8,8.9,0.315,4.1,8.1,0.508,3.5,4.1,0.848,1.4,4.4,5.8,2.6,1.2,0.7,2.4,6.2,20.1,NA,105,117
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,UTA,NBA,,23,10,424,7,16.9,0.414,2.3,7.5,0.306,4.7,9.4,0.5,4.7,5.4,0.867,1,3.5,4.5,3.5,1.2,0.8,2.9,7.3,21.1,NA,106,118
2 seasons,NA,IND,NBA,,11,2,174,6.3,18.7,0.339,2.1,10.8,0.194,4.2,7.8,0.538,1.2,1.5,0.8,2.4,7.2,9.6,1.5,0.9,0.6,1.5,5.7,16,NA,89,112
1 season,NA,TOR,NBA,,10,1,227,7.1,15.8,0.451,4.2,10,0.422,2.9,5.8,0.5,2.9,3.6,0.813,1.3,4,5.4,1.8,1.6,0.7,2,4.7,21.4,NA,116,118
