,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2006-07,19,UTA,NBA,SG,1,3,,,,,,,,,,,,,,,,,0,,,,0,0
2007-08,20,UTA,NBA,SG,7,26,.357,22.6,.429,.143,.000,.071,.214,.571,.500,1.000,,.000,.333,.250,1.000,.071,1,1.000,.000,,1,0
2008-09,21,UTA,NBA,SG,5,58,.300,17.5,.600,.150,.000,.150,.300,.400,.333,.333,,.333,.333,.250,.750,.000,0,1.000,.375,.333,0,0
2009-10,22,UTA,NBA,SF,10,337,.443,15.1,.566,.255,.113,.075,.123,.434,.533,.741,.333,.500,.308,.326,.531,.028,3,1.000,.065,.333,0,0
2015-16,28,IND,NBA,SF,7,92,.263,17.7,.474,.158,.132,.105,.079,.526,.444,.500,.400,.000,1.000,.100,.625,.026,1,1.000,.300,.000,1,0
2016-17,29,IND,NBA,SF,4,82,.458,19.4,.333,.125,.083,.042,.083,.667,.750,1.000,.500,.000,1.000,.313,.667,.042,1,1.000,.313,.200,0,0
2017-18,30,TOR,NBA,SF,10,227,.451,18.3,.366,.183,.070,.056,.056,.634,.500,.615,.200,.750,.250,.422,.462,.042,2,.947,.222,.700,0,0
Career,,,NBA,,44,825,.407,17.2,.476,.198,.088,.077,.114,.524,.508,.685,.333,.381,.419,.315,.576,.033,8,.978,.189,.370,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,UTA,NBA,,23,424,.414,16.2,.557,.229,.086,.086,.157,.443,.500,.719,.333,.417,.318,.306,.590,.029,4,1.000,.097,.333,1,0
2 seasons,,IND,NBA,,11,174,.339,18.4,.419,.145,.113,.081,.081,.581,.538,.667,.429,.000,1.000,.194,.643,.032,2,1.000,.306,.091,1,0
1 season,,TOR,NBA,,10,227,.451,18.3,.366,.183,.070,.056,.056,.634,.500,.615,.200,.750,.250,.422,.462,.042,2,.947,.222,.700,0,0
