Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1948-49,28,ROC,BAA,SF,60,NA,NA,0.511,0.757,NA,NA,NA,NA,NA,5.7,1,6.7,NA
1949-50,29,ROC,NBA,SF,68,NA,NA,0.493,0.782,NA,NA,NA,NA,NA,4.8,2.4,7.2,NA
1950-51,30,ROC,NBA,SF,68,NA,NA,0.564,0.921,NA,NA,NA,NA,NA,7.5,1.7,9.1,NA
1951-52,31,ROC,NBA,SF,66,2158,16.4,0.565,0.942,NA,NA,NA,NA,NA,7.1,1.6,8.7,0.193
1952-53,32,ROC,NBA,SF,70,1984,15.6,0.533,1.098,NA,NA,NA,NA,NA,5.1,2.4,7.5,0.182
Career,NA,,TOT,,332,4142,16,0.535,0.9,NA,NA,NA,NA,NA,30.2,9,39.3,0.188
,NA,,NBA,,272,4142,16,0.54,0.935,NA,NA,NA,NA,NA,24.5,8,32.5,0.188
,NA,,BAA,,60,NA,NA,0.511,0.757,NA,NA,NA,NA,NA,5.7,1,6.7,NA
