Season,Team,Lg,Salary
1996-97,Vancouver Grizzlies,NBA,"$220,000"
1997-98,Vancouver Grizzlies,NBA,"$325,000"
1998-99,Sacramento Kings,NBA,"$375,000"
Career,(may be incomplete),,"$920,000"
