,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1977-78,22,TOT,NBA,,7,14,,,,,7,9,,,10,6,2,2,4,4,19,
1977-78,22,LAL,NBA,,7,14,,,,,7,9,,,10,6,2,2,4,4,19,
1978-79,23,LAL,NBA,,10,14,,,,,8,12,3,5,6,2,,,,5,26,
1983-84,28,UTA,NBA,,16,27,0,0,16,27,15,19,,,12,7,2,1,7,5,46,
1984-85,29,UTA,NBA,,11,22,0,1,11,22,15,20,4,11,14,6,4,0,7,6,34,28.9
1986-87,31,DET,NBA,,11,17,0,0,11,17,10,17,5,9,9,6,3,0,5,5,32,29.5
1987-88,32,DET,NBA,,14,18,0,2,14,18,13,15,4,6,8,4,2,1,5,5,34,29.2
1990-91,35,MIL,NBA,,1,5,0,0,1,5,3,4,1,1,2,0,0,0,2,0,3,0.2
Career,,,,,16,27,,,16,,15,20,,,14,7,,,,6,46,
2 Seasons,,DET,NBA,,14,18,0,2,14,18,13,17,5,9,9,6,3,1,5,5,34,29.5
2 Seasons,,UTA,NBA,,16,27,0,1,16,27,15,20,,,14,7,4,1,7,6,46,
2 Seasons,,LAL,NBA,,10,14,,,,,8,12,,,10,6,,,,5,26,
1 Season,,MIL,NBA,,1,5,0,0,1,5,3,4,1,1,2,0,0,0,2,0,3,0.2
