Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2005-06,19,PHI,NBA,PG,30,0,145,8.2,18.6,0.442,0.7,3.2,0.222,7.5,15.4,0.488,2.9,4.6,0.615,1.1,5.7,6.8,3.6,1.8,0,4.6,4.6,20,NA,87,109
2006-07,20,PHI,NBA,PG,61,0,688,7.2,16.2,0.441,0.9,2.8,0.324,6.2,13.4,0.466,4.9,7.1,0.696,1.3,4.1,5.4,8.5,1.7,0.1,3.5,3.2,20.2,NA,105,109
2007-08,21,PHI,NBA,PG,80,0,1862,9.1,21.4,0.424,1.6,4.4,0.359,7.5,17.1,0.441,6.5,8.3,0.783,1.2,3.6,4.8,7.2,2.3,0.4,3.6,3.7,26.2,NA,108,108
2008-09,22,PHI,NBA,SG,81,0,1919,9.3,23.5,0.398,1.8,6.1,0.286,7.6,17.4,0.438,8.5,10.7,0.79,1,3.6,4.6,6.7,2.4,0.4,4.2,3.6,28.9,NA,105,109
2009-10,23,PHI,NBA,PG,64,38,1912,8.7,18.6,0.47,1.9,5.6,0.34,6.8,12.9,0.527,5.3,6.4,0.824,0.7,4.4,5.1,7.3,2.2,0.4,2.9,3,24.6,NA,116,112
2010-11,24,PHI,NBA,SG,75,0,1747,9.7,23.8,0.406,2.6,7.6,0.348,7,16.2,0.434,8.8,10.7,0.823,1,3.5,4.5,7.6,1.4,0.5,3.1,3.8,30.8,NA,111,108
2011-12,25,PHI,NBA,PG,64,0,1682,10.1,24.9,0.407,2.6,7.3,0.362,7.5,17.6,0.425,7.5,9.3,0.812,1,4,4.9,7,1.7,0.6,2.3,2.9,30.4,NA,110,102
2012-13,26,ATL,NBA,SG,39,9,1119,8.7,20.5,0.422,3.3,9.1,0.367,5.3,11.4,0.466,4.9,5.6,0.868,0.4,3.3,3.7,6.4,2,0.5,3.4,2.5,25.5,NA,106,107
2013-14,27,ATL,NBA,PG,60,7,1445,6.9,17.3,0.4,2.8,8.1,0.342,4.1,9.2,0.45,5.3,6.3,0.849,0.4,4,4.4,7.4,1.6,0.1,3.2,2.3,21.9,NA,107,109
2014-15,28,TOR,NBA,SG,80,0,2016,9.6,23.8,0.404,3.9,11.5,0.34,5.7,12.3,0.464,8.7,10.1,0.861,0.6,3.3,3.9,4.2,2.3,0.3,2.6,2.6,31.9,NA,114,109
2015-16,29,LAL,NBA,SG,67,35,1907,7.5,18.2,0.408,2.9,8.4,0.344,4.6,9.8,0.464,9.3,11.2,0.83,0.8,3.6,4.5,4.4,1.6,0.5,2.8,2.8,27.1,NA,115,114
2016-17,30,TOT,NBA,SG,81,1,1994,10.4,24.3,0.429,4,10.8,0.365,6.4,13.4,0.48,9.8,11.1,0.88,0.6,4.3,4.9,5.8,1.9,0.5,3.9,2.2,34.6,NA,115,113
2016-17,30,LAL,NBA,SG,58,1,1403,11.3,25.5,0.444,4.2,11,0.385,7.1,14.5,0.489,10.6,11.9,0.884,0.5,4.1,4.6,6.4,2.3,0.4,4.2,2.3,37.4,NA,118,114
2016-17,30,HOU,NBA,SG,23,0,591,8.3,21.4,0.386,3.3,10.5,0.318,5,11,0.452,8,9.2,0.867,1,4.7,5.7,4.5,1.2,0.7,3.2,2,27.9,NA,109,112
2017-18,31,LAC,NBA,SG,79,19,2589,10.9,25.1,0.435,3.5,9.7,0.359,7.4,15.4,0.484,8.1,9.2,0.88,0.8,3,3.7,7.8,1.6,0.4,4.4,2,33.5,NA,112,113
2018-19,32,LAC,NBA,SG,75,1,1993,11.5,26.9,0.425,2.5,6.9,0.361,9,20.1,0.447,10.1,11.5,0.876,0.9,4.3,5.3,9.5,1.3,0.3,4.3,1.9,35.5,NA,112,114
2019-20,33,LAC,NBA,SG,60,8,1757,9.8,23.7,0.416,2.9,7.9,0.363,7,15.8,0.442,7.5,8.6,0.863,0.8,4.2,5,9.2,1.1,0.3,4.6,2.1,30,NA,109,111
Career,NA,,NBA,,996,118,24775,9.5,22.5,0.42,2.8,7.9,0.35,6.7,14.7,0.458,7.8,9.3,0.84,0.8,3.8,4.6,7,1.8,0.4,3.5,2.7,29.5,NA,111,110
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,PHI,NBA,,455,38,9955,9.2,21.9,0.421,2,5.9,0.337,7.2,16,0.451,7,8.8,0.798,1,3.9,4.8,7.2,2,0.4,3.3,3.4,27.4,NA,109,108
3 seasons,NA,LAC,NBA,,214,28,6339,10.8,25.3,0.427,3,8.3,0.361,7.8,17,0.459,8.6,9.8,0.874,0.8,3.8,4.6,8.8,1.4,0.3,4.4,2,33.1,NA,111,113
2 seasons,NA,LAL,NBA,,125,36,3310,9.1,21.4,0.427,3.5,9.5,0.364,5.6,11.8,0.477,9.8,11.5,0.854,0.7,3.8,4.5,5.2,1.9,0.4,3.4,2.6,31.5,NA,116,114
2 seasons,NA,ATL,NBA,,99,16,2564,7.7,18.7,0.41,3,8.5,0.354,4.7,10.2,0.458,5.1,6,0.857,0.4,3.7,4.1,7,1.8,0.3,3.3,2.4,23.5,NA,107,108
1 season,NA,TOR,NBA,,80,0,2016,9.6,23.8,0.404,3.9,11.5,0.34,5.7,12.3,0.464,8.7,10.1,0.861,0.6,3.3,3.9,4.2,2.3,0.3,2.6,2.6,31.9,NA,114,109
1 season,NA,HOU,NBA,,23,0,591,8.3,21.4,0.386,3.3,10.5,0.318,5,11,0.452,8,9.2,0.867,1,4.7,5.7,4.5,1.2,0.7,3.2,2,27.9,NA,109,112
