,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,29,PHO,NBA,SG,4,112,,95%,5%,,,-4.6,-7.1,3,0,1,0,6,0,31,1,1
2001-02,30,PHO,NBA,SG,80,2462,4%,89%,7%,,,-1.4,-1.7,108,46,76,20,78,0,695,21,63
2002-03,31,PHO,NBA,SG,58,1777,18%,82%,,,,+0.8,-0.7,94,31,75,12,32,0,497,5,26
2003-04,32,TOT,NBA,SG,76,2095,4%,55%,40%,2%,,-2.2,+0.9,72,21,72,9,55,0,385,10,32
2003-04,32,PHO,NBA,SG,34,876,9%,88%,3%,,,-4.7,-0.8,29,8,36,4,21,0,211,6,9
2003-04,32,NYK,NBA,SG,42,1219,,31%,66%,3%,,-0.4,+1.8,43,13,36,5,34,0,174,4,23
2004-05,33,NYK,NBA,SF,37,894,,62%,38%,,,-5.5,-3.4,29,13,38,5,17,0,160,3,10
2005-06,34,NYK,NBA,SF,4,72,,25%,74%,1%,,+3.6,+10.8,5,1,2,0,0,0,19,0,0
2007-08,36,MIA,NBA,SF,16,325,,3%,94%,3%,,-6.0,+3.8,10,0,14,0,2,3,72,0,2
Career,,,NBA,,275,7737,6%,71%,22%,1%,,-1.8,-0.7,321,112,278,46,190,3,1859,40,134
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,PHO,NBA,,176,5227,9%,87%,4%,,,-1.3,-1.3,234,85,188,36,137,0,1434,33,99
3 seasons,,NYK,NBA,,83,2185,,44%,55%,2%,,-2.3,0.0,77,27,76,10,51,0,353,7,33
1 season,,MIA,NBA,,16,325,,3%,94%,3%,,-6.0,+3.8,10,0,14,0,2,3,72,0,2
