,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1993-94,22,ORL,NBA,,12,27,4,7,8,20,3,4,3,5,8,10,3,3,10,4,31,19.9
1994-95,23,ORL,NBA,,12,25,5,10,10,19,10,11,3,5,7,15,5,3,5,5,32,26.8
1995-96,24,ORL,NBA,,15,24,4,9,11,18,9,12,7,6,11,11,3,2,4,6,38,30.1
1996-97,25,ORL,NBA,48:00,16,30,4,10,15,26,13,17,3,8,10,6,4,3,4,4,42,38.1
1998-99,27,ORL,NBA,43:51,7,17,4,6,7,13,11,16,4,3,7,7,3,1,5,4,22,17.5
1999-00,28,PHO,NBA,46:52,11,21,2,6,11,16,9,11,6,7,12,13,4,2,6,5,31,28.3
2002-03,31,PHO,NBA,47:02,7,16,2,5,6,13,6,7,3,9,11,7,4,1,3,6,17,16.2
2003-04,32,TOT,NBA,46:30,7,17,2,7,6,14,5,6,2,6,7,10,3,1,6,3,18,14.5
2003-04,32,NYK,NBA,46:30,7,17,2,7,6,14,5,6,2,6,7,10,3,1,6,3,18,14.5
Career,,,,48:00,16,30,5,10,15,26,13,17,7,9,12,15,5,3,10,6,42,38.1
5 Seasons,,ORL,NBA,48:00,16,30,5,10,15,26,13,17,7,8,11,15,5,3,10,6,42,38.1
2 Seasons,,PHO,NBA,47:02,11,21,2,6,11,16,9,11,6,9,12,13,4,2,6,6,31,28.3
1 Season,,NYK,NBA,46:30,7,17,2,7,6,14,5,6,2,6,7,10,3,1,6,3,18,14.5
