,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1946-47,27,WSC,BAA,,7,,9,9,,,5,19
1947-48,28,WSC,BAA,,6,,4,4,,,3,16
1948-49,29,WSC,BAA,,0,0,2,2,,1,1,2
1949-50,30,WSC,NBA,,3,10,2,3,,3,6,7
Career,,,TOT,,7,,9,9,,,6,19
,,,NBA,,3,10,2,3,,3,6,7
,,,BAA,,7,,9,9,,,5,19
,,,,,,,,,,,,
