,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1946-47,27,WSC,BAA,,17,,9,,,,,35
1947-48,28,WSC,BAA,,10,,10,,,,,27
1948-49,29,WSC,BAA,,11,,13,15,,,,24
1949-50,30,WSC,NBA,,8,,7,8,,,,16
Career,,,TOT,,17,,13,,,,,35
,,,NBA,,8,,7,8,,,,16
,,,BAA,,17,,13,,,,,35
,,,,,,,,,,,,
