Season,Team,Lg,Salary
2015-16,Miami Heat,NBA,"$525,093"
2016-17,Miami Heat,NBA,"$874,636"
2017-18,Miami Heat,NBA,"$1,471,382"
2018-19,Miami Heat,NBA,"$9,367,200"
Career,(may be incomplete),,"$12,238,311"
