,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2015-16,22,MIA,NBA,SG,52,1107,12%,84%,4%,,,+2.4,+0.5,13,11,55,2,25,5,166,4,20
2016-17,23,MIA,NBA,SG,53,1614,1%,16%,80%,4%,,+0.6,-1.0,29,17,55,4,25,13,336,5,18
2017-18,24,MIA,NBA,SF,81,2689,,19%,78%,3%,,+1.1,+0.5,65,38,92,10,53,18,549,20,38
2018-19,25,MIA,NBA,SG,73,2539,1%,41%,55%,3%,,+1.7,+5.2,56,25,77,17,72,25,715,7,63
2019-20,26,PHI,NBA,SG,48,1474,15%,68%,17%,,,+3.3,+2.2,45,15,53,15,38,15,355,9,32
Career,,,NBA,,307,9423,4%,40%,54%,2%,,+1.7,+1.8,208,106,332,48,213,76,2121,45,171
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,MIA,NBA,,259,7949,2%,34%,61%,3%,,+1.4,+1.7,163,91,279,33,175,61,1766,36,139
1 season,,PHI,NBA,,48,1474,15%,68%,17%,,,+3.3,+2.2,45,15,53,15,38,15,355,9,32
