Season,Team,Lg,Salary
1995-96,Vancouver Grizzlies,NBA,"$425,000"
1996-97,Los Angeles Clippers,NBA,"$375,000"
1997-98,Los Angeles Clippers,NBA,"$431,250"
1999-00,Sacramento Kings,NBA,"$572,500"
2000-01,Sacramento Kings,NBA,"$673,500"
2001-02,Dallas Mavericks,NBA,"$778,350"
2005-06,Toronto Raptors,NBA,"$946,646"
2006-07,Toronto Raptors,NBA,"$1,178,348"
2007-08,Toronto Raptors,NBA,"$1,219,590"
Career,(may be incomplete),,"$6,600,184"
