,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1996-97,25,LAC,NBA,36:00,5,12,3,5,4,10,5,7,1,1,1,6,0,0,1,4,16,10.4
1999-00,28,SAC,NBA,13:46,2,7,1,3,1,4,2,2,1,2,3,2,1,0,2,3,7,3.0
2000-01,29,SAC,NBA,5:39,0,5,0,2,0,3,0,0,0,0,0,2,0,0,1,1,0,-0.4
2003-04,32,MIN,NBA,36:45,4,11,1,4,3,7,6,6,3,3,6,6,1,0,2,3,15,15.1
2006-07,35,TOR,NBA,5:24,0,1,0,1,0,0,2,2,0,1,1,2,0,0,0,0,2,3.0
Career,,,,36:45,5,12,3,5,4,10,6,7,3,3,6,6,1,0,2,4,16,15.1
1 Season,,MIN,NBA,36:45,4,11,1,4,3,7,6,6,3,3,6,6,1,0,2,3,15,15.1
2 Seasons,,SAC,NBA,13:46,2,7,1,3,1,4,2,2,1,2,3,2,1,0,2,3,7,3.0
1 Season,,LAC,NBA,36:00,5,12,3,5,4,10,5,7,1,1,1,6,0,0,1,4,16,10.4
1 Season,,TOR,NBA,5:24,0,1,0,1,0,0,2,2,0,1,1,2,0,0,0,0,2,3.0
