Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Keith Lee,,1.9,1.1,0.8
Brandan Wright,98.6,1.9,1.1,0.8
Bob Portman,96.2,1.9,1.2,0.8
Joe Kopicki,91.3,1.9,0.9,0.7
Earl Cureton,90.4,2.1,1.2,0.8
Hank Whitney,90.4,1.8,1.1,0.5
Henry Walker,89.8,1.9,1.1,0.5
James Hardy,89.7,1.8,1.3,0.7
Corie Blount,89.2,1.7,1.2,0.9
Mark Madsen,89.1,1.9,1.1,1.1
Noah Vonleh,88.5,1.8,1.2,0.5
