Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Walter Berry,,3.4,2.4,2.3
Edgar Jones,98.7,3.4,2.4,2.3
Nick Weatherspoon,94.6,3.6,2.4,2.1
Greg Anderson,94.5,3.4,2.3,2
Tim Bassett,93.7,3.7,2.6,2.4
Lew Hitch,92.9,3.3,2.7,2.2
Rick Fox,92.4,3.2,2.3,2.1
George Johnson,92.4,3.8,2.5,2.2
Mark Landsberger,92.3,3.4,2.2,1.9
Bill Robinzine,92.1,3.4,3,2.4
Trevor Booker,90.5,3,2.6,2.3
