Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1991-92,26,NJN,NBA,SF,4,135,19.1,0.605,0.172,0.155,8,7.8,7.9,5.8,2.6,3.4,11.4,21.1,NA,0.2,0.1,0.3,0.105,NA,4.1,1.7,5.7,0.3
1992-93,27,NJN,NBA,SF,5,163,23.7,0.641,0.262,0.197,9.6,13.6,11.6,7.4,2.6,2.4,4.3,19.5,NA,0.6,0.2,0.9,0.254,NA,6.3,3.5,9.8,0.5
1993-94,28,NJN,NBA,SF,4,98,13,0.39,0.465,0.233,12.4,12.3,12.3,17,2.7,3.6,11.2,24.7,NA,-0.1,0.2,0.1,0.036,NA,1.1,1.2,2.3,0.1
1995-96,30,UTA,NBA,SG,18,321,15,0.495,0.349,0.151,9.4,18.4,13.9,10.1,2.3,2.3,11,19.1,NA,0.2,0.6,0.8,0.126,NA,1.2,1.4,2.5,0.4
1996-97,31,UTA,NBA,SF,20,175,11.8,0.504,0.5,0.3,3.5,18.2,11.1,4.9,2.5,1.5,9.6,17.1,NA,0,0.3,0.3,0.079,NA,-0.3,1.7,1.4,0.2
1997-98,32,UTA,NBA,SF,17,240,10.2,0.495,0.333,0.29,4.3,18.6,11.8,7.3,1.2,1,9.3,17.5,NA,0.1,0.4,0.5,0.097,NA,-1.1,1.3,0.1,0.1
1998-99,33,PHO,NBA,SF,1,10,19.9,0.868,0.5,1,0,15.8,6.5,0,0,0,0,13.3,NA,0,0,0,0.038,NA,7.2,-1.3,5.9,0
Career,NA,,NBA,,69,1142,15.1,0.526,0.339,0.216,7.4,15.9,11.8,8.3,2.2,2.1,9.6,19.2,NA,1,1.8,2.9,0.12,NA,1.6,1.7,3.3,1.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,UTA,NBA,,55,736,12.7,0.497,0.378,0.227,6.3,18.4,12.5,7.9,2,1.7,10.2,18.1,NA,0.3,1.3,1.6,0.106,NA,0.1,1.4,1.5,0.7
3 seasons,NA,NJN,NBA,,13,396,19.5,0.561,0.284,0.191,9.7,11.3,10.5,9.2,2.6,3,8.8,21.3,NA,0.7,0.5,1.2,0.149,NA,4.2,2.3,6.6,0.9
1 season,NA,PHO,NBA,,1,10,19.9,0.868,0.5,1,0,15.8,6.5,0,0,0,0,13.3,NA,0,0,0,0.038,NA,7.2,-1.3,5.9,0
